adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,type,upright,width,x0,x1,y0,y1,cont_num
1.000,560.040,15,7284.040,HIMFLA+FangSong,12.000,0,char,9,12.000,0,信股权投资管理有限公司所设立的各项基金。其中，深圳市远致富海投资管理有限公司是公司于,548.040,para,True,12.000,42.540,54.540,281.960,293.960,0
0.500,588.060,16,7312.060,HIMFLA+FangSong,12.000,0,char,9,12.000,0,2013年主导组建，侧重并购，具有较为明确的战略整合导向；深圳市远致瑞信股权投资管理有,576.060,para,True,6.000,42.540,81.540,253.940,265.940,0
0.500,616.080,17,7340.080,HIMFLA+FangSong,12.000,0,char,9,12.000,0,限公司是公司于2017年主导组建，倾向于参股新兴产业，以获取投资收益为目的。公司设立的,604.080,para,True,6.000,42.540,168.540,225.920,237.920,0
0.500,644.040,18,7368.040,HIMFLA+FangSong,12.000,0,char,9,12.000,0,产业基金存续期以5年（或5+2年）为主，除专项基金外，一般以战略新兴产业和未来产业为主,632.040,para,True,6.000,42.540,222.540,197.960,209.960,0
0.500,672.060,19,7396.060,HIMFLA+FangSong,12.000,0,char,9,12.000,0,要方向。在基金运作上，公司母公司仅作为LP（有限合伙人）投资认购私募股权基金的份额，,660.060,para,True,6.000,42.540,279.540,169.940,181.940,0
0.500,700.080,20,7424.080,HIMFLA+FangSong,12.000,0,char,9,12.000,0,深圳市远致富海投资管理有限公司与深圳市远致瑞信股权投资管理有限公司将作为GP（普通合,688.080,para,True,6.000,42.540,483.540,141.920,153.920,0
1.000,728.100,21,7452.100,HIMFLA+FangSong,12.000,0,char,9,12.000,0,伙人）与基金管理人参与私募股权基金的运作。,716.100,para,True,12.000,42.540,54.540,113.900,125.900,0
0.500,770.100,22,7494.100,HIMFLA+FangSong,12.000,0,char,9,12.000,0,4、股权投资板块,758.100,para,True,6.000,70.620,76.620,71.900,83.900,3
0.500,84.060,0,7650.060,HIMFLA+FangSong,12.000,0,char,10,12.000,,公司股权投资主要以金融、类金融产业，战略性新兴产业及未来产业为主。截至2021年6,72.060,para,True,6.000,70.560,541.560,757.940,769.940,0
0.500,112.080,1,7678.080,HIMFLA+FangSong,12.000,0,char,10,12.000,,月30日，公司主要持有中国国际海运集装箱（集团）股份有限公司、深圳市振业（集团）股份,100.080,para,True,6.000,42.540,84.540,729.920,741.920,0
1.000,140.040,2,7706.040,HIMFLA+FangSong,12.000,0,char,10,12.000,,有限公司、深圳中洲投资控股股份有限公司、国投资本股份有限公司、深圳市天健（集团）股份,128.040,para,True,12.000,42.540,54.540,701.960,713.960,0
1.000,168.060,3,7734.060,HIMFLA+FangSong,12.000,0,char,10,12.000,,有限公司、深圳市科陆电子科技股份有限公司等上市公司股票；此外，公司还持有深圳市高新投,156.060,para,True,12.000,42.540,54.540,673.940,685.940,0
1.000,196.080,4,7762.080,HIMFLA+FangSong,12.000,0,char,10,12.000,,集团有限公司、深圳市创新投资集团有限公司等非上市公司股权。,184.080,para,True,12.000,42.540,54.540,645.920,657.920,0
0.500,238.080,5,7804.080,HIMFLA+FangSong,12.000,0,char,10,12.000,0,5、电子行业新材料制造业务,226.080,para,True,6.000,70.620,76.620,603.920,615.920,3
1.000,280.080,6,7846.080,HIMFLA+FangSong,12.000,0,char,10,12.000,0,公司电子行业新材料制造业务的收入主要来自深圳市柳鑫实业股份有限公司（以下简称：,268.080,para,True,12.000,70.560,82.560,561.920,573.920,0
0.500,308.040,7,7874.040,HIMFLA+FangSong,12.000,0,char,10,12.000,0,柳鑫实业）。柳鑫实业成立于1996年，是国内一家集设计、研发、生产、销售、服务于一体的,296.040,para,True,6.000,42.540,240.540,533.960,545.960,0
0.500,336.060,8,7902.060,HIMFLA+FangSong,12.000,0,char,10,12.000,0,电子新材料企业。公司钻孔用盖、垫板产品种类齐全，可全方位满足市场需求。经过20多年的,324.060,para,True,6.000,42.540,516.540,505.940,517.940,0
1.000,364.080,9,7930.080,HIMFLA+FangSong,12.000,0,char,10,12.000,0,发展，公司先后组建了昆山柳鑫、湖南柳鑫和烟台柳鑫，实现了华南、华东、华北和华中四大,352.080,para,True,12.000,42.540,54.540,477.920,489.920,0
0.500,392.040,10,7958.040,HIMFLA+FangSong,12.000,0,char,10,12.000,0,PCB市场布局。产品远销欧美、日韩、东南亚等十几个国家以及香港、台湾地区，“柳鑫”品牌,380.040,para,True,6.000,42.540,75.540,449.960,461.960,0
0.500,420.060,11,7986.060,HIMFLA+FangSong,12.000,0,char,10,12.000,0,蜚声海内外。柳鑫坚持自主研发，现拥有148项发明专利，荣获“国家高新技术企业”评定，入,408.060,para,True,6.000,42.540,294.540,421.940,433.940,0
0.500,448.080,12,8014.080,HIMFLA+FangSong,12.000,0,char,10,12.000,0,选“CPCA百强企业”及“优秀民族品牌”。公司主导制订了2项CPCA行业标准和2项国家行业,436.080,para,True,6.000,42.540,495.540,393.920,405.920,0
1.000,476.100,13,8042.100,HIMFLA+FangSong,12.000,0,char,10,12.000,0,标准，已成为中国钻孔盖、垫板行业的领跑者。,464.100,para,True,12.000,42.540,54.540,365.900,377.900,0
0.500,518.100,14,8084.100,HIMFLA+FangSong,12.000,0,char,10,12.000,0,6、电力销售板块,506.100,para,True,6.000,70.620,76.620,323.900,335.900,3
1.000,560.040,15,8126.040,HIMFLA+FangSong,12.000,0,char,10,12.000,0,公司电力能源业务的收入主要来源于深圳市能源集团有限公司（以下简称：深圳能源集,548.040,para,True,12.000,70.560,82.560,281.960,293.960,0
0.500,588.060,16,8154.060,HIMFLA+FangSong,12.000,0,char,10,12.000,0,团）。深圳能源集团成立于1985年7月，注册资本为2.31亿元，经营范围主要为各种常规能源,576.060,para,True,6.000,42.540,366.540,253.940,265.940,0
1.000,616.080,17,8182.080,HIMFLA+FangSong,12.000,0,char,10,12.000,0,（电、热、煤、油和气）和新能源的开发、生产、购销。公司发电设备性能优良，运营符合环保,604.080,para,True,12.000,42.540,54.540,225.920,237.920,0
1.000,644.040,18,8210.040,HIMFLA+FangSong,12.000,0,char,10,12.000,0,政策要求，运行效率高，位于经济发达的售电市场-广东省，主要供应客户为广东电网有限责任,632.040,para,True,12.000,42.540,54.540,197.960,209.960,0
1.000,672.060,19,8238.060,HIMFLA+FangSong,12.000,0,char,10,12.000,0,公司。,660.060,para,True,12.000,42.540,54.540,169.940,181.940,0
0.500,714.060,20,8280.060,HIMFLA+FangSong,12.000,0,char,10,12.000,0,7、企业“孵化器”及相关业务,702.060,para,True,6.000,70.620,76.620,127.940,139.940,3
1.000,84.060,0,8492.060,HIMFLA+FangSong,12.000,0,char,11,12.000,,公司企业“孵化器”业务的收入主要来源于子公司中国科技开发院有限公司（以下简称,72.060,para,True,12.000,70.560,82.560,757.940,769.940,0
0.500,112.080,1,8520.080,HIMFLA+FangSong,12.000,0,char,11,12.000,,“中开院”）。中开院成立于2008年2月，注册资本2.6亿元。经营范围为高新技术项目的研,100.080,para,True,6.000,42.540,360.540,729.920,741.920,0
1.000,140.040,2,8548.040,HIMFLA+FangSong,12.000,0,char,11,12.000,,发与投资、兴办科技企业孵化器、兴办高新技术产业实体、科技中介服务与培训等。目前随着业,128.040,para,True,12.000,42.540,54.540,701.960,713.960,0
1.000,168.060,3,8576.060,HIMFLA+FangSong,12.000,0,char,11,12.000,,务的发展，中开院围绕孵化社区建设运营、企业孵化服务、早期创业投资三大核心业务领域，初,156.060,para,True,12.000,42.540,54.540,673.940,685.940,0
1.000,196.080,4,8604.080,HIMFLA+FangSong,12.000,0,char,11,12.000,,步建立起以珠三角和长三角为核心的全国性孵化社区网络体系，孵化社区对外拓展业务初具规模。,184.080,para,True,12.000,42.540,54.540,645.920,657.920,0
0.500,238.080,5,8646.080,HIMFLA+FangSong,12.000,0,char,11,12.000,0,8、商品销售业务,226.080,para,True,6.000,70.620,76.620,603.920,615.920,3
1.000,280.080,6,8688.080,HIMFLA+FangSong,12.000,0,char,11,12.000,0,公司的商品销售业务收入主要来源于子公司六号基金。六号基金控股了深圳市汇进智能产,268.080,para,True,12.000,70.560,82.560,561.920,573.920,0
1.000,308.040,7,8716.040,HIMFLA+FangSong,12.000,0,char,11,12.000,0,业有限公司，该公司为出口型设计、工程开发、原材料采购、生产制造、物流及测试等服务的一,296.040,para,True,12.000,42.540,54.540,533.960,545.960,0
0.500,336.060,8,8744.060,HIMFLA+FangSong,12.000,0,char,11,12.000,0,站式电子设备制造服务提供商。公司拥有高度专业化的DFM能力，生产质量管理体系灵活严谨，,324.060,para,True,6.000,42.540,366.540,505.940,517.940,0
1.000,364.080,9,8772.080,HIMFLA+FangSong,12.000,0,char,11,12.000,0,主要生产产能集中于中国大陆地区，3家生产基地位于深圳，1家位于江西赣州，在建海外越南,352.080,para,True,12.000,42.540,384.540,477.920,489.920,0
0.500,392.040,10,8800.040,HIMFLA+FangSong,12.000,0,char,11,12.000,0,生产基地。公司75%以上的订单来自于欧美国际知名品牌客户，客户群体稳定，前十大客户都为,380.040,para,True,6.000,42.540,135.540,449.960,461.960,0
0.500,420.060,11,8828.060,HIMFLA+FangSong,12.000,0,char,11,12.000,0,10年以上合作伙伴，下游细分行业主要涉及医疗器械、个人护理、新型小家电、专业泵类等快,408.060,para,True,6.000,42.540,69.540,421.940,433.940,0
1.000,448.080,12,8856.080,HIMFLA+FangSong,12.000,0,char,11,12.000,0,速发展市场，凭借长期可靠的产品质量，公司已在行业积累了良好美誉度，业务基础与盈利能力,436.080,para,True,12.000,42.540,54.540,393.920,405.920,0
1.000,476.100,13,8884.100,HIMFLA+FangSong,12.000,0,char,11,12.000,0,稳定。,464.100,para,True,12.000,42.540,54.540,365.900,377.900,0
0.500,518.100,14,8926.100,HIMFLA+FangSong,12.000,0,char,11,12.000,0,9、新能源制造业务,506.100,para,True,6.000,70.620,76.620,323.900,335.900,3
1.000,560.040,15,8968.040,HIMFLA+FangSong,12.000,0,char,11,12.000,0,公司的能源服务业务收入主要来源于控股子公司深圳市科陆电子科技股份有限公司（以下,548.040,para,True,12.000,70.560,82.560,281.960,293.960,0
1.000,588.060,16,8996.060,HIMFLA+FangSong,12.000,0,char,11,12.000,0,简称“科陆电子”）。科陆电子是一家以能源的发、配、用、储产品业务为核心，集自主研发、,576.060,para,True,12.000,42.540,54.540,253.940,265.940,0
1.000,616.080,17,9024.080,HIMFLA+FangSong,12.000,0,char,11,12.000,0,生产、销售及服务为一体的国家重点高新技术企业，是国内领先的综合能源服务商。在报告期内,604.080,para,True,12.000,42.540,54.540,225.920,237.920,0
1.000,644.040,18,9052.040,HIMFLA+FangSong,12.000,0,char,11,12.000,0,主要从事智能电网、新能源及综合能源服务三大业务。新能源业务是科陆电子目前大力拓展的业,632.040,para,True,12.000,42.540,54.540,197.960,209.960,0
1.000,672.060,19,9080.060,HIMFLA+FangSong,12.000,0,char,11,12.000,0,务，主要包括储能业务、新能源汽车充电及运营业务。科陆电子紧跟国家电网和南方电网战略发,660.060,para,True,12.000,42.540,54.540,169.940,181.940,0
1.000,700.080,20,9108.080,HIMFLA+FangSong,12.000,0,char,11,12.000,0,展方向，开展产品研发，为国家电网和南方电网提供智能产品及业务系统解决方案。同时，公司,688.080,para,True,12.000,42.540,54.540,141.920,153.920,0
1.000,728.040,21,9136.040,HIMFLA+FangSong,12.000,0,char,11,12.000,0,以电网为依托，以电力供应为基础，面向用户电、冷、热、气等差异化的能源需求，依靠区域配,716.040,para,True,12.000,42.540,54.540,113.960,125.960,0
1.000,84.060,0,9334.060,HIMFLA+FangSong,12.000,0,char,12,12.000,,电网、供热（冷）网和天然气网，采用现代科技及互联网技术，为用户提供能源供给，节能和能,72.060,para,True,12.000,42.540,54.540,757.940,769.940,0
1.000,112.080,1,9362.080,HIMFLA+FangSong,12.000,0,char,12,12.000,,效监测，涵盖设计、施工、设备供应、设备运维和工程服务及能源信息化增值等服务。,100.080,para,True,12.000,42.540,54.540,729.920,741.920,0
1.000,151.770,2,9403.270,HIMFLA+FangSong,10.500,0,char,12,10.500,0,（二） 公司业务发展目标,141.270,para,True,10.500,42.540,53.040,690.230,700.730,4
0.500,196.080,3,9446.080,HIMFLA+FangSong,12.000,0,char,12,12.000,0,2021年，公司制定了《深圳资本集团“十四五”发展战略规划》（下称《发展规划》）。,184.080,para,True,6.000,70.560,109.560,645.920,657.920,0
1.000,224.040,4,9474.040,HIMFLA+FangSong,12.000,0,char,12,12.000,0,根据《发展规划》，公司将坚决做好疫情防控，继续聚焦并购重组、股权投资、产业基金、市值,212.040,para,True,12.000,42.540,54.540,617.960,629.960,0
1.000,252.060,5,9502.060,HIMFLA+FangSong,12.000,0,char,12,12.000,0,管理等核心业务，加大投资力度，壮大资本实力，以多元化手段推进公司业务发展，进一步完善,240.060,para,True,12.000,42.540,54.540,589.940,601.940,0
1.000,280.080,6,9530.080,HIMFLA+FangSong,12.000,0,char,12,12.000,0,公司治理结构，规范经营决策机制，持续优化市场化激励约束机制和选人用人机制，激活企业发,268.080,para,True,12.000,42.540,54.540,561.920,573.920,0
1.000,308.040,7,9558.040,HIMFLA+FangSong,12.000,0,char,12,12.000,0,展内在动力。公司以实现深圳市国资委的战略布局为主要任务，以完善管资本为主的国资监管模,296.040,para,True,12.000,42.540,54.540,533.960,545.960,0
1.000,336.060,8,9586.060,HIMFLA+FangSong,12.000,0,char,12,12.000,0,式为主要改革导向，以价值创造为核心理念和根本目标，以金融资本与产业资本的融合、金融资,324.060,para,True,12.000,42.540,54.540,505.940,517.940,0
1.000,364.080,9,9614.080,HIMFLA+FangSong,12.000,0,char,12,12.000,0,本向产业资本的快速转化为手段，通过开展战略研究与并购重组、股权投资、产业基金运营、资,352.080,para,True,12.000,42.540,54.540,477.920,489.920,0
1.000,392.100,10,9642.100,HIMFLA+FangSong,12.000,0,char,12,12.000,0,本市场投资等业务，加速做好市场化、专业化、综合性的国有资本运营公司。,380.100,para,True,12.000,42.540,54.540,449.900,461.900,0
1.000,431.730,11,9683.230,HIMFLA+FangSong,10.500,0,char,12,10.500,0,（三） 报告期内利润来源情况,421.230,para,True,10.500,42.540,53.040,410.270,420.770,4
0.500,459.750,12,9711.250,HIMFLA+FangSong,10.500,0,char,12,10.500,0,报告期内，公司利润主要来源于股权投资业务板块，占比125%，为本公司主要经营业务。,449.250,para,True,5.250,63.540,333.930,382.250,392.750,0
1.000,82.522,0,10170.502,HIMGAO+SimSun,16.020,0,char,13,16.020,0,第二节 公司信用类债券基本情况,66.502,para,True,16.020,178.140,194.160,759.478,775.498,2
1.000,109.980,1,10201.980,HIMIJC+SimHei,12.000,0,char,13,12.000,0,一、公司信用类债券基本信息,97.980,para,True,12.000,42.540,54.540,732.020,744.020,3
1.000,618.960,30,14078.960,HIMIJC+SimHei,12.000,0,char,17,12.000,,二、公司债券募集资金使用情况,606.960,para,True,12.000,42.540,54.540,223.040,235.040,3
1.000,604.380,22,15748.380,HIMIJC+SimHei,12.000,0,char,19,12.000,,三、报告期内公司债券募集资金用途变更情况,592.380,para,True,12.000,42.540,54.540,237.620,249.620,3
1.000,660.420,24,15804.420,HIMIJC+SimHei,12.000,0,char,19,12.000,,四、报告期内公司信用类债券评级调整情况,648.420,para,True,12.000,42.540,54.540,181.580,193.580,3
1.000,688.170,25,15833.670,HIMFLA+FangSong,10.500,0,char,19,10.500,0,（一） 主体评级变更情况,677.670,para,True,10.500,42.540,53.040,153.830,164.330,4
1.000,716.190,26,15861.690,HIMFLA+FangSong,10.500,0,char,19,10.500,0,报告期内，发行人主体评级变更情况,705.690,para,True,10.500,42.540,53.040,125.810,136.310,0
1.000,81.750,0,16069.250,HIMFLA+FangSong,10.500,0,char,20,10.500,0,（二） 债券评级变更情况,71.250,para,True,10.500,42.540,53.040,760.250,770.750,4
1.000,109.770,1,16097.270,HIMFLA+FangSong,10.500,0,char,20,10.500,0,报告期内，公司信用类债券评级调整情况,99.270,para,True,10.500,42.540,53.040,732.230,742.730,0
1.000,165.960,3,16151.960,HIMIJC+SimHei,12.000,0,char,20,12.000,0,五、增信措施情况,153.960,para,True,12.000,42.540,54.540,676.040,688.040,3
1.000,82.522,0,16906.502,HIMGAO+SimSun,16.020,0,char,21,16.020,0,第三节 报告期内重要事项,66.502,para,True,16.020,202.200,218.220,759.478,775.498,2
1.000,109.980,1,16937.980,HIMIJC+SimHei,12.000,0,char,21,12.000,0,一、审计情况,97.980,para,True,12.000,42.540,54.540,732.020,744.020,3
0.500,137.730,2,16967.230,HIMFLA+FangSong,10.500,0,char,21,10.500,0,本公司2021年半年度财务报告未经审计。,127.230,para,True,5.250,63.540,131.774,704.270,714.770,0
1.000,165.960,3,16993.960,HIMIJC+SimHei,12.000,0,char,21,12.000,0,二、会计政策、会计估计变更和重大会计差错更正情况,153.960,para,True,12.000,42.540,54.540,676.040,688.040,3
1.000,193.770,4,17023.270,HIMFLA+FangSong,10.500,0,char,21,10.500,0,报告期内，公司未发生会计政策、会计估计变更或重大会计差错更正事项。,183.270,para,True,10.500,63.540,74.040,648.230,658.730,0
1.000,256.200,5,17084.200,HIMIJC+SimHei,12.000,0,char,21,12.000,0,三、合并报表范围变化情况,244.200,para,True,12.000,42.540,54.540,585.800,597.800,3
1.000,283.950,6,17113.450,HIMFLA+FangSong,10.500,0,char,21,10.500,0,报告期内，公司合并报表范围发生如下重大变化：合并报表范围新增纳入 合并报表范围新增移出,273.450,para,True,10.500,63.540,74.040,557.315,567.815,0
0.500,311.970,7,17141.470,HIMFLA+FangSong,10.500,0,char,21,10.500,0,新增纳入合并报表范围的公司情况（数据截至2020年12月31日）：,301.470,para,True,5.250,63.540,362.820,530.030,540.530,0
1.000,339.990,8,17169.490,HIMFLA+FangSong,10.500,0,char,21,10.500,0,单位：万元     币种：人民币,329.490,para,True,10.500,404.880,415.380,502.010,512.510,0
0.500,627.450,15,17456.950,HIMFLA+FangSong,10.500,0,char,21,10.500,0,新增移出合并报表范围的公司情况（数据截至2020年12月31日）：,616.950,para,True,5.250,63.540,362.820,214.550,225.050,0
1.000,655.470,16,17484.970,HIMFLA+FangSong,10.500,0,char,21,10.500,0,单位：万元     币种：人民币,644.970,para,True,10.500,404.880,415.380,186.530,197.030,0
1.000,218.640,1,17888.640,HIMIJC+SimHei,12.000,0,char,22,12.000,,四、报告期内亏损情况,206.640,para,True,12.000,42.540,54.540,623.360,635.360,3
1.000,246.450,2,17917.950,HIMFLA+FangSong,10.500,0,char,22,10.500,,报告期内，公司合并报表范围内未发生亏损。,235.950,para,True,10.500,63.540,74.040,595.550,606.050,0
1.000,274.620,3,17944.620,HIMIJC+SimHei,12.000,0,char,22,12.000,,五、资产受限情况,262.620,para,True,12.000,42.540,54.540,567.380,579.380,3
0.500,316.650,4,17988.150,HIMFLA+FangSong,10.500,0,char,22,10.500,,"截至报告期末，公司合并报表范围内受限资产账面价值为621,821.32万元，占报告期末净资产比例为",306.150,para,True,5.250,63.540,388.560,524.552,535.850,0
0.500,345.468,5,18016.968,HIMIKE+TimesNewRomanPSMT,10.500,0,char,22,10.500,,18.07%，具体如下：,334.968,para,True,5.250,42.540,47.790,496.532,507.032,0
1.000,590.880,13,18260.880,HIMIJC+SimHei,12.000,0,char,22,12.000,,六、可对抗第三人的优先偿付负债情况,578.880,para,True,12.000,42.540,54.540,251.120,263.120,3
1.000,618.630,14,18290.130,HIMFLA+FangSong,10.500,0,char,22,10.500,,截至报告期末，公司不存在可对抗第三人的优先偿付负债。,608.130,para,True,10.500,63.540,74.040,223.370,233.870,0
1.000,646.860,15,18316.860,HIMIJC+SimHei,12.000,0,char,22,12.000,,七、资金占款情况,634.860,para,True,12.000,42.540,54.540,195.140,207.140,3
1.000,674.670,16,18346.170,HIMFLA+FangSong,10.500,0,char,22,10.500,,报告期内，公司是否发生非经营性往来占款或资金拆借,664.170,para,True,10.500,42.540,53.040,167.330,177.830,0
1.000,730.650,18,18402.150,HIMFLA+FangSong,10.500,0,char,22,10.500,,报告期内，公司是否存在违反募集说明书相关约定或承诺的情况,720.150,para,True,10.500,42.540,53.040,111.350,121.850,0
0.500,81.750,0,18595.250,HIMFLA+FangSong,10.500,0,char,23,10.500,,"截至报告期末，公司未收回的非经营性往来占款或资金拆借总额为156,000万元，占上年末公司净资产比",71.250,para,True,5.250,63.540,417.419,759.452,770.750,0
0.500,109.770,1,18623.270,HIMFLA+FangSong,10.500,0,char,23,10.500,,例为4.78% ，未超过10%。,99.270,para,True,5.250,42.539,144.913,731.432,742.730,0
1.000,137.940,2,18649.940,HIMIJC+SimHei,12.000,0,char,23,12.000,,八、有息负债逾期和变动情况,125.940,para,True,12.000,42.540,54.540,704.060,716.060,3
1.000,165.750,3,18679.250,HIMFLA+FangSong,10.500,0,char,23,10.500,,截至报告期末，公司合并报表范围内不存在公司信用类债券逾期和其他有息债务重大逾期情况。,155.250,para,True,10.500,63.540,74.040,676.250,686.750,0
0.500,193.770,4,18707.270,HIMFLA+FangSong,10.500,0,char,23,10.500,,"截至报告期末，公司有息负债总额为2,432,385.35万元，同比变动139%，超过30%。",183.270,para,True,5.250,63.540,427.925,647.432,658.730,0
1.000,221.730,5,18735.230,HIMFLA+FangSong,10.500,0,char,23,10.500,,具体情况如下：,211.230,para,True,10.500,42.540,53.040,620.270,630.770,0
1.000,249.751,6,18763.251,HIMFLA+FangSong,10.500,0,char,23,10.500,,单位：万元  币种：人民币,239.251,para,True,10.500,420.660,431.160,592.249,602.749,0
0.250,330.648,9,18844.148,HIMIKE+TimesNewRomanPSMT,10.500,0,char,23,10.500,,"99,997.8023",320.148,para,True,2.625,348.191,554.931,511.352,521.852,0
1.000,447.960,13,18959.960,HIMIJC+SimHei,12.000,0,char,23,12.000,,九、对外担保情况,435.960,para,True,12.000,42.540,54.540,394.040,406.040,3
1.000,475.770,14,18989.270,HIMFLA+FangSong,10.500,0,char,23,10.500,,截至报告期末，公司不存在对外担保。,465.270,para,True,10.500,63.540,74.040,366.230,376.730,0
1.000,503.940,15,19015.940,HIMIJC+SimHei,12.000,0,char,23,12.000,,十、重大未决诉讼情况,491.940,para,True,12.000,42.540,54.540,338.060,350.060,3
0.500,576.060,17,19088.060,HIMFLA+FangSong,12.000,0,char,23,12.000,,"截至2021年6月30日，公司控股企业万和证券股份有限公司存在5,000万元以上重大诉",564.060,para,True,6.000,70.560,466.560,265.940,277.940,0
0.500,604.080,18,19116.080,HIMFLA+FangSong,12.000,0,char,23,12.000,,"讼案件5起，公司控股企业深圳市科陆电子科技股份有限公司存在5,000万元以上重大诉讼案件",592.080,para,True,6.000,42.540,438.540,237.920,249.920,0
0.500,632.100,19,19144.100,HIMFLA+FangSong,12.000,0,char,23,12.000,,4起，具体情况如下：,620.100,para,True,6.000,42.540,63.540,209.900,221.900,0
1.000,84.060,0,19438.060,HIMFLA+FangSong,12.000,0,char,24,12.000,,（2017）琼民,72.060,para,True,12.000,42.540,54.540,757.940,769.940,4
0.500,112.080,1,19466.080,HIMFLA+FangSong,12.000,0,char,24,12.000,,初36号、,100.080,para,True,6.000,42.540,84.540,729.920,741.920,0
1.000,126.060,2,19480.060,HIMFLA+FangSong,12.000,0,char,24,12.000,,二审判,114.060,para,True,12.000,514.080,526.080,715.940,727.940,5
0.500,140.040,3,19494.040,HIMFLA+FangSong,12.000,0,char,24,12.000,,(2018)粤民初,128.040,para,True,6.000,42.540,48.540,701.960,713.960,6
1.000,154.080,4,19508.080,HIMFLA+FangSong,12.000,0,char,24,12.000,,决生效,142.080,para,True,12.000,514.080,526.080,687.920,699.920,0
0.500,168.060,5,19522.060,HIMFLA+FangSong,12.000,0,char,24,12.000,,30号、,156.060,para,True,6.000,42.540,69.540,673.940,685.940,0
1.000,182.040,6,19536.040,HIMFLA+FangSong,12.000,0,char,24,12.000,,执行中,170.040,para,True,12.000,514.080,526.080,659.960,671.960,0
1.000,196.080,7,19550.080,HIMFLA+FangSong,12.000,0,char,24,12.000,,（2019）最高,184.080,para,True,12.000,42.540,54.540,645.920,657.920,4
0.500,224.040,8,19578.040,HIMFLA+FangSong,12.000,0,char,24,12.000,,法民终1599号,212.040,para,True,6.000,42.540,120.540,617.960,629.960,0
0.500,210.060,1,20406.060,HIMFLA+FangSong,12.000,0,char,25,12.000,,（2019）京01一审待,198.060,para,True,6.000,42.540,527.340,631.940,643.940,4
0.500,238.080,2,20434.080,HIMFLA+FangSong,12.000,0,char,25,12.000,,民初423号 判决,226.080,para,True,6.000,42.540,533.340,603.920,615.920,0
0.500,694.860,3,21732.860,HIMFLA+FangSong,12.000,0,char,26,12.000,,1、万和证券根据委托人四川信托指令代表资产管理计划与深圳市中恒汇志投资有限公司,682.860,para,True,6.000,70.560,76.560,147.140,159.140,3
1.000,722.880,4,21760.880,HIMFLA+FangSong,12.000,0,char,26,12.000,,（以下简称“中恒汇志”）签署了《万和证券股份有限公司股票质押式回购交易业务协议》，于,710.880,para,True,12.000,42.540,54.540,119.120,131.120,4
0.500,750.840,5,21788.840,HIMFLA+FangSong,12.000,0,char,26,12.000,,2016年11月22日向交易所场内股押系统，申报了两笔中安消股票质押式回购交易。该业务履,738.840,para,True,6.000,42.540,141.540,91.160,103.160,0
0.500,84.060,0,21964.060,HIMFLA+FangSong,12.000,0,char,27,12.000,,行期间，因两笔交易履约保障比例下跌，低于合同约定的最低线110%，且中恒汇志未按合同约,72.060,para,True,6.000,42.540,387.540,757.940,769.940,0
0.500,112.080,1,21992.080,HIMFLA+FangSong,12.000,0,char,27,12.000,,定支付利息，构成违约。2019年5月15日广东高院一审判决如下：,100.080,para,True,6.000,42.540,267.540,729.920,741.920,0
1.000,154.080,2,22034.080,HIMFLA+FangSong,12.000,0,char,27,12.000,,（1）深圳市中恒汇志投资有限公司于本判决生效之日起十日内向万和证券股份有限公司支,142.080,para,True,12.000,66.540,78.540,687.920,699.920,4
0.500,182.040,3,22062.040,HIMFLA+FangSong,12.000,0,char,27,12.000,,付融资款本金6.1亿元及利息、违约金（利息以融资款本金6.1亿元为基数从2016年11月22,170.040,para,True,6.000,42.540,531.540,659.960,671.960,0
0.500,210.060,4,22090.060,HIMFLA+FangSong,12.000,0,char,27,12.000,,日起按照年利率7.69%计算至2016年12月14日止，违约金以融资款本金6.1亿元为基数从,198.060,para,True,6.000,42.540,465.540,631.940,643.940,0
0.500,238.080,5,22118.080,HIMFLA+FangSong,12.000,0,char,27,12.000,,2016年12月15日起按每日万分之五计算至清偿之日。深圳市中恒汇志投资有限公司已于2016,226.080,para,True,6.000,42.540,522.540,603.920,615.920,0
0.500,266.040,6,22146.040,HIMFLA+FangSong,12.000,0,char,27,12.000,,"年12月20日偿付的3,598,498.63元、于2017年3月20日偿付的11,566,602.74元从中折",254.040,para,True,6.000,42.540,492.540,575.960,587.960,0
1.000,294.060,7,22174.060,HIMFLA+FangSong,12.000,0,char,27,12.000,,抵）；,282.060,para,True,12.000,42.540,54.540,547.940,559.940,0
0.500,336.060,8,22216.060,HIMFLA+FangSong,12.000,0,char,27,12.000,,"（2）万和证券股份有限公司对深圳市中恒汇志投资有限公司质押给其的40,498,000股中安",324.060,para,True,6.000,66.540,522.540,505.940,517.940,4
0.500,364.080,9,22244.080,HIMFLA+FangSong,12.000,0,char,27,12.000,,消股份有限公司股票（证券代码600654）及孳息享有质权，万和证券有权以该质押的财产折价,352.080,para,True,6.000,42.540,219.540,477.920,489.920,0
1.000,392.100,10,22272.100,HIMFLA+FangSong,12.000,0,char,27,12.000,,或拍卖、变卖该质押的财产所得的价款优先受偿；,380.100,para,True,12.000,42.540,54.540,449.900,461.900,0
1.000,434.040,11,22314.040,HIMFLA+FangSong,12.000,0,char,27,12.000,,（3）涂国身对深圳市中恒汇志投资有限公司第一判项的债务承担连带清偿责任。涂国身承,422.040,para,True,12.000,66.540,78.540,407.960,419.960,4
