,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,upright,width,x0,x1,y0,y1,type,
632,5.354,536.59,21,13147.03,ABCDEE+Calibri,10.56,0,char,16,10.56,0,5.41,508.75,TRUE,5.354,275.09,326.09,313.13,323.69,tbl,
633,5.354,536.59,21,13147.03,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.32,508.75,TRUE,5.354,326.09,374.35,313.13,323.69,tbl,
634,5.354,536.59,21,13147.03,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.19,508.75,TRUE,5.354,374.35,416.83,313.13,323.69,tbl,
635,5.354,536.59,21,13147.03,ABCDEE+Calibri,10.56,0,char,16,10.56,0,41.06,508.75,TRUE,5.354,416.83,466.54,313.13,323.69,tbl,
636,5.354,536.59,21,13147.03,ABCDEE+Calibri,10.56,0,char,16,10.56,0,4.68,508.75,TRUE,5.354,466.54,518.98,313.13,323.69,tbl,
637,10.56,550.63,22,13167.119,ABCDEE+宋体,10.56,0,char,16,10.56,0,房租 ,536.59,TRUE,10.56,76.584,147.5,293.041,303.601,tbl,
638,5.354,550.63,22,13167.91,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.08,536.59,TRUE,5.354,147.5,189.98,292.25,302.81,tbl,
639,5.354,550.63,22,13167.91,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.08,536.59,TRUE,5.354,189.98,232.53,292.25,302.81,tbl,
640,5.354,550.63,22,13167.91,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.38,536.59,TRUE,5.354,232.53,275.09,292.25,302.81,tbl,
641,5.354,550.63,22,13167.91,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.61,536.59,TRUE,5.354,275.09,326.09,292.25,302.81,tbl,
642,3.231,550.63,22,13167.91,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,536.59,TRUE,3.231,326.09,374.35,292.25,302.81,tbl,
643,3.231,550.63,22,13167.91,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,536.59,TRUE,3.231,374.35,416.83,292.25,302.81,tbl,
644,3.231,550.63,22,13167.91,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,536.59,TRUE,3.231,416.83,466.54,292.25,302.81,tbl,
645,5.28,550.63,22,13167.119,ABCDEE+宋体,10.56,0,char,16,10.56,0,- ,536.59,TRUE,5.28,466.54,518.98,293.041,303.601,tbl,
646,10.56,564.79,23,13181.159,ABCDEE+宋体,10.56,0,char,16,10.56,0,自来水 ,550.63,TRUE,10.56,76.584,147.5,279.001,289.561,tbl,
647,5.354,564.79,23,13182.07,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.02,550.63,TRUE,5.354,147.5,189.98,278.09,288.65,tbl,
648,5.354,564.79,23,13182.07,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0,550.63,TRUE,5.354,189.98,232.53,278.09,288.65,tbl,
649,5.354,564.79,23,13182.07,ABCDEE+Calibri,10.56,0,char,16,10.56,0,98.92,550.63,TRUE,5.354,232.53,275.09,278.09,288.65,tbl,
650,5.354,564.79,23,13182.07,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.16,550.63,TRUE,5.354,275.09,326.09,278.09,288.65,tbl,
651,3.231,564.79,23,13182.07,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,550.63,TRUE,3.231,326.09,374.35,278.09,288.65,tbl,
652,3.231,564.79,23,13182.07,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,550.63,TRUE,3.231,374.35,416.83,278.09,288.65,tbl,
653,3.231,564.79,23,13182.07,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,550.63,TRUE,3.231,416.83,466.54,278.09,288.65,tbl,
654,5.28,564.79,23,13181.159,ABCDEE+宋体,10.56,0,char,16,10.56,0,- ,550.63,TRUE,5.28,466.54,518.98,279.001,289.561,tbl,
655,10.56,592.51,24,13195.319,ABCDEE+宋体,10.56,0,char,16,10.56,0,市政基础设施建设 ,564.79,TRUE,10.56,76.584,147.5,251.281,275.401,tbl,
656,3.231,592.51,24,13202.95,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,564.79,TRUE,3.231,147.5,189.98,257.21,267.77,tbl,
657,3.231,592.51,24,13202.95,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,564.79,TRUE,3.231,189.98,232.53,257.21,267.77,tbl,
658,3.231,592.51,24,13202.95,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,564.79,TRUE,3.231,232.53,275.09,257.21,267.77,tbl,
659,3.231,592.51,24,13202.95,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,564.79,TRUE,3.231,275.09,326.09,257.21,267.77,tbl,
660,5.354,592.51,24,13202.95,ABCDEE+Calibri,10.56,0,char,16,10.56,0,1.57,564.79,TRUE,5.354,326.09,374.35,257.21,267.77,tbl,
661,5.354,592.51,24,13202.95,ABCDEE+Calibri,10.56,0,char,16,10.56,0,1.29,564.79,TRUE,5.354,374.35,416.83,257.21,267.77,tbl,
662,5.354,592.51,24,13202.95,ABCDEE+Calibri,10.56,0,char,16,10.56,0,17.6,564.79,TRUE,5.354,416.83,466.54,257.21,267.77,tbl,
663,5.354,592.51,24,13202.95,ABCDEE+Calibri,10.56,0,char,16,10.56,0,23.2,564.79,TRUE,5.354,466.54,518.98,257.21,267.77,tbl,
664,10.56,606.67,25,13223.039,ABCDEE+宋体,10.56,0,char,16,10.56,0,商品销售 ,592.51,TRUE,10.56,76.584,147.5,237.121,247.681,tbl,
665,3.231,606.67,25,13223.83,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,592.51,TRUE,3.231,147.5,189.98,236.33,246.89,tbl,
666,3.231,606.67,25,13223.83,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,592.51,TRUE,3.231,189.98,232.53,236.33,246.89,tbl,
667,3.231,606.67,25,13223.83,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,592.51,TRUE,3.231,232.53,275.09,236.33,246.89,tbl,
668,3.231,606.67,25,13223.83,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,592.51,TRUE,3.231,275.09,326.09,236.33,246.89,tbl,
669,5.354,606.67,25,13223.83,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.06,592.51,TRUE,5.354,326.09,374.35,236.33,246.89,tbl,
670,5.354,606.67,25,13223.83,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.05,592.51,TRUE,5.354,374.35,416.83,236.33,246.89,tbl,
671,5.354,606.67,25,13223.83,ABCDEE+Calibri,10.56,0,char,16,10.56,0,19.46,592.51,TRUE,5.354,416.83,466.54,236.33,246.89,tbl,
672,5.354,606.67,25,13223.83,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.86,592.51,TRUE,5.354,466.54,518.98,236.33,246.89,tbl,
673,10.56,620.71,26,13237.199,ABCDEE+宋体,10.56,0,char,16,10.56,0,提供劳务 ,606.67,TRUE,10.56,76.584,147.5,222.961,233.521,tbl,
674,3.231,620.71,26,13237.99,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,606.67,TRUE,3.231,147.5,189.98,222.17,232.73,tbl,
675,3.231,620.71,26,13237.99,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,606.67,TRUE,3.231,189.98,232.53,222.17,232.73,tbl,
676,3.231,620.71,26,13237.99,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,606.67,TRUE,3.231,232.53,275.09,222.17,232.73,tbl,
677,3.231,620.71,26,13237.99,ABCDEE+Calibri,10.56,0,char,16,10.56,0,- ,606.67,TRUE,3.231,275.09,326.09,222.17,232.73,tbl,
678,5.354,620.71,26,13237.99,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.02,606.67,TRUE,5.354,326.09,374.35,222.17,232.73,tbl,
679,5.354,620.71,26,13237.99,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.0057,606.67,TRUE,5.354,374.35,416.83,222.17,232.73,tbl,
680,5.354,620.71,26,13237.99,ABCDEE+Calibri,10.56,0,char,16,10.56,0,72.68,606.67,TRUE,5.354,416.83,466.54,222.17,232.73,tbl,
681,5.354,620.71,26,13237.99,ABCDEE+Calibri,10.56,0,char,16,10.56,0,0.31,606.67,TRUE,5.354,466.54,518.98,222.17,232.73,tbl,
682,10.56,637.99,27,13252.799,ABCDEE+宋体,10.56,0,char,16,10.56,0,合计 ,620.71,TRUE,10.56,76.584,147.5,207.361,217.921,tbl,
683,5.354,637.99,27,13251.67,ABCDEE+Calibri,10.56,0,char,16,10.56,0,13.06,620.71,TRUE,5.354,147.5,189.98,208.49,219.05,tbl,
684,5.354,637.99,27,13253.71,ABCDEE+Calibri,10.56,0,char,16,10.56,0,11.62,620.71,TRUE,2.387,189.98,232.53,206.45,217.01,tbl,
685,5.354,637.99,27,13251.67,ABCDEE+Calibri,10.56,0,char,16,10.56,0,10.98,620.71,TRUE,2.387,232.53,275.09,208.49,219.05,tbl,
686,5.28,637.99,27,13252.799,ABCDEE+宋体,10.56,0,char,16,10.56,0,- ,620.71,TRUE,5.28,275.09,326.09,207.361,217.921,tbl,
687,5.354,637.99,27,13251.67,ABCDEE+Calibri,10.56,0,char,16,10.56,0,6.76,620.71,TRUE,5.354,326.09,374.35,208.49,219.05,tbl,
688,5.354,637.99,27,13251.67,ABCDEE+Calibri,10.56,0,char,16,10.56,0,5.48,620.71,TRUE,5.354,374.35,416.83,208.49,219.05,tbl,
689,5.354,637.99,27,13251.67,ABCDEE+Calibri,10.56,0,char,16,10.56,0,18.88,620.71,TRUE,5.354,416.83,466.54,208.49,219.05,tbl,
690,5.28,637.99,27,13252.799,ABCDEE+宋体,10.56,0,char,16,10.56,0,- ,620.71,TRUE,5.28,466.54,518.98,207.361,217.921,tbl,
691,2.387,694.829,28,13313.069,ABCDEE+Calibri,10.56,0,char,16,10.56,0,2. 各主要产品、服务收入成本情况,684.269,TRUE,2.387,89.904,257.797,145.94,156.5,para,标题4
692,10.56,714.389,29,13332.629,ABCDEE+宋体,10.56,0,char,16,10.56,0,√适用 □不适用,703.829,TRUE,10.56,89.904,100.464,126.38,136.94,para,正文
693,2.387,734.069,30,13352.309,ABCDEE+Calibri,10.56,0,char,16,10.56,0,单位：亿元  币种：人民币,723.509,TRUE,2.387,379.39,453.07,106.7,117.26,para,正文
694,4.563,792.186,31,13411.986,ABCDEE+Calibri,9,0,char,16,9,0,16,783.186,TRUE,4.563,293.09,297.653,49.734,58.734,para,页脚
695,9,52.869,0,13514.589,ABCDEE+宋体,9,0,char,17,9,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,TRUE,9,170.42,415.99,788.07,797.07,para,页眉
696,10.56,127.22,1,13558.389,ABCDEE+宋体,10.56,0,char,17,10.56,0,分产品或分服务 ,72.24,TRUE,10.56,84.504,145.46,728.98,754.251,tbl,
697,10.56,127.22,1,13565.109,ABCDEE+宋体,10.56,0,char,17,10.56,0,营业收入 ,72.24,TRUE,10.56,145.46,206.33,735.82,746.38,tbl,
698,10.56,127.22,1,13565.109,ABCDEE+宋体,10.56,0,char,17,10.56,0,营业成本 ,72.24,TRUE,10.56,206.33,267.29,735.82,746.38,tbl,
699,10.56,127.22,1,13558.389,ABCDEE+宋体,10.56,0,char,17,10.56,0,毛利率（%） ,72.24,TRUE,10.56,267.29,328.13,728.98,754.251,tbl,
700,10.56,127.22,1,13544.689,ABCDEE+宋体,10.56,0,char,17,10.56,0,营业收入比上年同期增减（%） ,72.24,TRUE,10.56,328.13,389.11,715.3,767.951,tbl,
701,10.56,127.22,1,13544.689,ABCDEE+宋体,10.56,0,char,17,10.56,0,营业成本比上年同期增减（%） ,72.24,TRUE,10.56,389.11,449.95,715.3,767.951,tbl,
702,10.56,127.22,1,13551.529,ABCDEE+宋体,10.56,0,char,17,10.56,0,毛利率比上年同期增减（%） ,72.24,TRUE,10.56,449.95,510.94,722.14,761.111,tbl,
703,10.56,168.62,2,13599.669,ABCDEE+宋体,10.56,0,char,17,10.56,0,棚户区改造建设项目 ,127.22,TRUE,10.56,84.504,145.46,674.02,712.971,tbl,
704,5.354,168.62,2,13614.14,ABCDEE+Calibri,10.56,0,char,17,10.56,0,7.61,127.22,TRUE,5.354,145.46,206.33,687.94,698.5,tbl,
705,5.354,168.62,2,13614.14,ABCDEE+Calibri,10.56,0,char,17,10.56,0,6.27,127.22,TRUE,5.354,206.33,267.29,687.94,698.5,tbl,
706,5.354,168.62,2,13614.14,ABCDEE+Calibri,10.56,0,char,17,10.56,0,17.6,127.22,TRUE,5.354,267.29,328.13,687.94,698.5,tbl,
707,5.354,168.62,2,13614.14,ABCDEE+Calibri,10.56,0,char,17,10.56,0,58.62,127.22,TRUE,5.354,328.13,389.11,687.94,698.5,tbl,
708,5.354,168.62,2,13614.14,ABCDEE+Calibri,10.56,0,char,17,10.56,0,58.62,127.22,TRUE,5.354,389.11,449.95,687.94,698.5,tbl,
709,5.354,168.62,2,13614.14,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0,127.22,TRUE,5.354,449.95,510.94,687.94,698.5,tbl,
710,10.56,196.34,3,13641.069,ABCDEE+宋体,10.56,0,char,17,10.56,0,贵金属贸易 ,168.62,TRUE,10.56,84.504,145.46,646.3,671.571,tbl,
711,5.354,196.34,3,13648.7,ABCDEE+Calibri,10.56,0,char,17,10.56,0,4.43,168.62,TRUE,5.354,145.46,206.33,653.38,663.94,tbl,
712,5.354,196.34,3,13648.7,ABCDEE+Calibri,10.56,0,char,17,10.56,0,4.43,168.62,TRUE,5.354,206.33,267.29,653.38,663.94,tbl,
713,5.354,196.34,3,13648.7,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0.01,168.62,TRUE,5.354,267.29,328.13,653.38,663.94,tbl,
714,3.231,196.34,3,13648.7,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,168.62,TRUE,3.231,328.13,389.11,653.38,663.94,tbl,
715,3.231,196.34,3,13648.7,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,168.62,TRUE,3.231,389.11,449.95,653.38,663.94,tbl,
716,3.231,196.34,3,13648.7,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,168.62,TRUE,3.231,449.95,510.94,653.38,663.94,tbl,
717,10.56,210.38,4,13668.789,ABCDEE+宋体,10.56,0,char,17,10.56,0,医疗器具 ,196.34,TRUE,10.56,84.504,145.46,632.14,642.7,tbl,
718,5.354,210.38,4,13669.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0.21,196.34,TRUE,5.354,145.46,206.33,632.5,643.06,tbl,
719,5.354,210.38,4,13669.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0.16,196.34,TRUE,5.354,206.33,267.29,632.5,643.06,tbl,
720,5.354,210.38,4,13669.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,22.47,196.34,TRUE,5.354,267.29,328.13,632.5,643.06,tbl,
721,3.231,210.38,4,13669.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,196.34,TRUE,3.231,328.13,389.11,632.5,643.06,tbl,
722,3.231,210.38,4,13669.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,196.34,TRUE,3.231,389.11,449.95,632.5,643.06,tbl,
723,3.231,210.38,4,13669.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,196.34,TRUE,3.231,449.95,510.94,632.5,643.06,tbl,
724,10.56,238.22,5,13682.949,ABCDEE+宋体,10.56,0,char,17,10.56,0,园林及绿化 ,210.38,TRUE,10.56,84.504,145.46,604.42,629.691,tbl,
725,5.354,238.22,5,13690.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0.71,210.38,TRUE,5.354,145.46,206.33,611.5,622.06,tbl,
726,5.354,238.22,5,13690.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0.68,210.38,TRUE,5.354,206.33,267.29,611.5,622.06,tbl,
727,5.354,238.22,5,13690.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,3.81,210.38,TRUE,5.354,267.29,328.13,611.5,622.06,tbl,
728,5.354,238.22,5,13690.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,123.22,210.38,TRUE,5.354,328.13,389.11,611.5,622.06,tbl,
729,5.354,238.22,5,13690.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,264.34,210.38,TRUE,5.354,389.11,449.95,611.5,622.06,tbl,
730,3.231,238.22,5,13690.58,ABCDEE+Calibri,10.56,0,char,17,10.56,0,-90.73,210.38,TRUE,3.231,449.95,510.94,611.5,622.06,tbl,
731,10.56,252.26,6,13710.669,ABCDEE+宋体,10.56,0,char,17,10.56,0,房租 ,238.22,TRUE,10.56,84.504,145.46,590.26,600.82,tbl,
732,5.354,252.26,6,13711.46,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0.08,238.22,TRUE,5.354,145.46,206.33,590.62,601.18,tbl,
733,5.354,252.26,6,13711.46,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0.08,238.22,TRUE,5.354,206.33,267.29,590.62,601.18,tbl,
734,5.354,252.26,6,13711.46,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0.38,238.22,TRUE,5.354,267.29,328.13,590.62,601.18,tbl,
735,3.231,252.26,6,13711.46,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,238.22,TRUE,3.231,328.13,389.11,590.62,601.18,tbl,
736,3.231,252.26,6,13711.46,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,238.22,TRUE,3.231,389.11,449.95,590.62,601.18,tbl,
737,3.231,252.26,6,13711.46,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,238.22,TRUE,3.231,449.95,510.94,590.62,601.18,tbl,
738,10.56,266.42,7,13724.709,ABCDEE+宋体,10.56,0,char,17,10.56,0,自来水 ,252.26,TRUE,10.56,84.504,145.46,576.22,586.78,tbl,
739,5.354,266.42,7,13725.62,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0.02,252.26,TRUE,5.354,145.46,206.33,576.46,587.02,tbl,
740,5.354,266.42,7,13725.62,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0,252.26,TRUE,5.354,206.33,267.29,576.46,587.02,tbl,
741,5.354,266.42,7,13725.62,ABCDEE+Calibri,10.56,0,char,17,10.56,0,98.92,252.26,TRUE,5.354,267.29,328.13,576.46,587.02,tbl,
742,3.231,266.42,7,13725.62,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,252.26,TRUE,3.231,328.13,389.11,576.46,587.02,tbl,
743,3.231,266.42,7,13725.62,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,252.26,TRUE,3.231,389.11,449.95,576.46,587.02,tbl,
744,3.231,266.42,7,13725.62,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,252.26,TRUE,3.231,449.95,510.94,576.46,587.02,tbl,
745,10.56,294.17,8,13738.869,ABCDEE+宋体,10.56,0,char,17,10.56,0,市政基础设施 ,266.42,TRUE,10.56,84.504,145.46,548.47,573.771,tbl,
746,5.354,294.17,8,13746.53,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0,266.42,TRUE,5.354,145.46,206.33,555.55,566.11,tbl,
747,5.354,294.17,8,13746.53,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0,266.42,TRUE,5.354,206.33,267.29,555.55,566.11,tbl,
748,3.231,294.17,8,13746.53,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,266.42,TRUE,3.231,267.29,328.13,555.55,566.11,tbl,
749,3.231,294.17,8,13746.53,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,266.42,TRUE,3.231,328.13,389.11,555.55,566.11,tbl,
750,3.231,294.17,8,13746.53,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,266.42,TRUE,3.231,389.11,449.95,555.55,566.11,tbl,
751,3.231,294.17,8,13746.53,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,266.42,TRUE,3.231,449.95,510.94,555.55,566.11,tbl,
752,10.56,308.33,9,13766.619,ABCDEE+宋体,10.56,0,char,17,10.56,0,商品销售 ,294.17,TRUE,10.56,84.504,145.46,534.31,544.87,tbl,
753,5.354,308.33,9,13767.41,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0,294.17,TRUE,5.354,145.46,206.33,534.67,545.23,tbl,
754,5.354,308.33,9,13767.41,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0,294.17,TRUE,5.354,206.33,267.29,534.67,545.23,tbl,
755,3.231,308.33,9,13767.41,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,294.17,TRUE,3.231,267.29,328.13,534.67,545.23,tbl,
756,3.231,308.33,9,13767.41,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,294.17,TRUE,3.231,328.13,389.11,534.67,545.23,tbl,
757,3.231,308.33,9,13767.41,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,294.17,TRUE,3.231,389.11,449.95,534.67,545.23,tbl,
758,3.231,308.33,9,13767.41,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,294.17,TRUE,3.231,449.95,510.94,534.67,545.23,tbl,
759,10.56,322.37,10,13780.779,ABCDEE+宋体,10.56,0,char,17,10.56,0,提供劳务 ,308.33,TRUE,10.56,84.504,145.46,520.15,530.71,tbl,
760,5.354,322.37,10,13781.57,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0,308.33,TRUE,5.354,145.46,206.33,520.51,531.07,tbl,
761,5.354,322.37,10,13781.57,ABCDEE+Calibri,10.56,0,char,17,10.56,0,0,308.33,TRUE,5.354,206.33,267.29,520.51,531.07,tbl,
762,3.231,322.37,10,13781.57,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,308.33,TRUE,3.231,267.29,328.13,520.51,531.07,tbl,
763,3.231,322.37,10,13781.57,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,308.33,TRUE,3.231,328.13,389.11,520.51,531.07,tbl,
764,3.231,322.37,10,13781.57,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,308.33,TRUE,3.231,389.11,449.95,520.51,531.07,tbl,
765,3.231,322.37,10,13781.57,ABCDEE+Calibri,10.56,0,char,17,10.56,0,- ,308.33,TRUE,3.231,449.95,510.94,520.51,531.07,tbl,
766,10.56,336.53,11,13794.819,ABCDEE+宋体,10.56,0,char,17,10.56,0,合计 ,322.37,TRUE,10.56,84.504,145.46,506.11,516.67,tbl,
767,5.354,336.53,11,13795.73,ABCDEE+Calibri,10.56,0,char,17,10.56,0,13.06,322.37,TRUE,5.354,145.46,206.33,506.35,516.91,tbl,
768,5.354,336.53,11,13795.73,ABCDEE+Calibri,10.56,0,char,17,10.56,0,11.62,322.37,TRUE,5.354,206.33,267.29,506.35,516.91,tbl,
769,5.354,336.53,11,13795.73,ABCDEE+Calibri,10.56,0,char,17,10.56,0,10.98,322.37,TRUE,5.354,267.29,328.13,506.35,516.91,tbl,
770,5.354,336.53,11,13795.73,ABCDEE+Calibri,10.56,0,char,17,10.56,0,93.16,322.37,TRUE,5.354,328.13,389.11,506.35,516.91,tbl,
771,5.354,336.53,11,13795.73,ABCDEE+Calibri,10.56,0,char,17,10.56,0,111.98,322.37,TRUE,5.354,389.11,449.95,506.35,516.91,tbl,
772,3.231,336.53,11,13795.73,ABCDEE+Calibri,10.56,0,char,17,10.56,0,-41.85,322.37,TRUE,3.231,449.95,510.94,506.35,516.91,tbl,
773,5.354,375.65,12,13835.81,ABCDEE+Calibri,10.56,0,char,17,10.56,0,3.经营情况分析,365.09,TRUE,5.354,89.904,95.258,466.27,476.83,para,标题4
774,5.354,394.059,13,13854.219,ABCDEE+Calibri,10.56,0,char,17,10.56,0,各业务板块、各产品服务中营业收入、营业成本、毛利率等指标变动比例超过30%以上的，,383.499,TRUE,5.354,89.904,461.064,446.71,458.421,para,正文
775,10.56,407.739,14,13867.899,ABCDEE+宋体,10.56,0,char,17,10.56,0,发行人应当结合业务情况，分别说明相关变动的原因。,397.179,TRUE,10.56,89.904,100.464,433.03,443.59,para,正文
776,5.28,427.299,15,13887.459,ABCDEE+宋体,10.56,0,char,17,10.56,0,（1）公司棚户区改造建设项目营业收入和成本大幅增加，主要是由于2020年度大量棚户,416.739,TRUE,5.28,89.904,453.07,414.621,425.181,para,正文
777,10.56,440.979,16,13901.139,ABCDEE+宋体,10.56,0,char,17,10.56,0,区改造项目竣工结转；,430.419,TRUE,10.56,89.904,100.464,400.941,411.501,para,正文
778,5.28,454.539,17,13914.699,ABCDEE+宋体,10.56,0,char,17,10.56,0,（2）公司2020年度新增贵金属贸易业务收入，导致该板块收入成本大幅增加；,443.979,TRUE,5.28,89.904,174.02,387.381,397.941,para,正文
779,10.56,468.219,18,13928.379,ABCDEE+宋体,10.56,0,char,17,10.56,0,（3）公司园林及绿化项目收入大幅增长，但毛利率受疫情影响有所下滑。,457.659,TRUE,10.56,89.904,100.464,373.701,384.261,para,正文
780,10.56,506.639,19,13966.799,ABCDEE+宋体,10.56,0,char,17,10.56,0,（三） 主要销售客户及主要供应商情况,496.079,TRUE,10.56,89.904,142.46,334.13,345.841,para,标题3
781,5.354,526.199,20,13986.359,ABCDEE+Calibri,10.56,0,char,17,10.56,0,"向前五名客户销售额115,772.89万元，占报告期内销售总额88.51%；其中前五名客户销售",515.639,TRUE,5.354,89.904,374.544,314.57,326.281,para,正文
782,5.354,539.879,21,14000.039,ABCDEE+Calibri,10.56,0,char,17,10.56,0,额中关联方销售额0.00万元，占报告期内销售总额0.00%。,529.319,TRUE,5.354,89.904,331.684,300.89,312.601,para,正文
783,5.354,553.439,22,14013.599,ABCDEE+Calibri,10.56,0,char,17,10.56,0,向前五名客户销售额超过报告期内销售总额30%的披露销售金额最大的前5大客户名称,542.879,TRUE,5.354,89.904,446.95,287.33,299.041,para,正文
784,10.56,567.119,23,14027.279,ABCDEE+宋体,10.56,0,char,17,10.56,0,√适用 □不适用,556.559,TRUE,10.56,89.904,100.464,273.65,284.21,para,正文
785,2.387,580.679,24,14040.839,ABCDEE+Calibri,10.56,0,char,17,10.56,0,单位：万元  币种：人民币,570.119,TRUE,2.387,379.39,453.07,260.09,270.65,para,正文
786,10.56,596.59,25,14054.999,ABCDEE+宋体,10.56,0,char,17,10.56,0,客户名称 ,582.55,TRUE,10.56,84.504,226.61,245.93,256.49,tbl,
787,10.56,596.59,25,14054.999,ABCDEE+宋体,10.56,0,char,17,10.56,0,提供的主要产品/劳务 ,582.55,TRUE,10.56,226.61,368.83,245.93,256.49,tbl,
788,10.56,596.59,25,14054.999,ABCDEE+宋体,10.56,0,char,17,10.56,0,销售金额 ,582.55,TRUE,10.56,368.83,510.94,245.93,256.49,tbl,
789,10.56,610.75,26,14069.039,ABCDEE+宋体,10.56,0,char,17,10.56,0,开远市财政局 ,596.59,TRUE,10.56,84.504,226.61,231.89,242.45,tbl,
790,10.56,610.75,26,14069.039,ABCDEE+宋体,10.56,0,char,17,10.56,0,基础设施建设 ,596.59,TRUE,10.56,226.61,368.83,231.89,242.45,tbl,
791,5.28,610.75,26,14069.591,Times New Roman,10.56,0,char,17,10.56,0,"76,076.64",596.59,TRUE,5.28,368.83,510.94,232.13,242.69,tbl,
792,10.56,638.47,27,14083.199,ABCDEE+宋体,10.56,0,char,17,10.56,0,红河州水务资产经营有限公司 ,610.75,TRUE,10.56,84.504,226.61,204.05,229.441,tbl,
793,9.96,638.47,27,14090.434,ABCDEE+宋体,9.96,0,char,17,9.96,0,贵金属贵金属 ,610.75,TRUE,9.96,226.61,368.83,211.01,222.206,tbl,
794,5.28,638.47,27,14090.471,Times New Roman,10.56,0,char,17,10.56,0,"25,302.21",610.75,TRUE,5.28,368.83,510.94,211.25,221.81,tbl,
