,adv,bottom,cod,cont_num,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,type,upright,width,x0,x1,y0,y1
539,1.000,213.360,11,,11989.270,HIMFLA+FangSong,10.500,0,char,15,10.500,,报告期内可交换债中的交换选择权的触发,199.250,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,630.230,640.730
540,1.000,227.376,12,,11996.110,HIMFLA+FangSong,10.500,0,char,15,10.500,,不涉及 ,199.250,tbl,True,10.500,242.3458695652173913043478261,552.720,623.390,633.890
541,1.000,227.376,13,,12002.890,HIMFLA+FangSong,10.500,0,char,15,10.500,,及执行情况 ,213.360,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,616.610,627.110
542,1.000,248.400,14,,12024.310,HIMFLA+FangSong,10.500,0,char,15,10.500,,报告期内其他特殊条款的触发及执行情况 ,234.780,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,595.190,605.690
543,1.000,255.720,14,,12024.310,HIMFLA+FangSong,10.500,0,char,15,10.500,,不涉及 ,227.376,tbl,True,10.500,242.3458695652173913043478261,552.720,595.190,605.690
544,1.000,283.980,15,,12052.569,HIMFLA+FangSong,10.500,0,char,15,10.500,,竞价交易 ,255.720,tbl,True,10.500,242.3458695652173913043478261,552.720,566.931,577.431
545,1.000,290.820,16,,12066.730,HIMFLA+FangSong,10.500,0,char,15,10.500,,适用的交易机制 ,277.200,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,552.770,563.270
546,0.274,312.240,17,,12081.065,HIMGDA+DengXian,10.500,0,char,15,10.500,, ,283.980,tbl,True,2.877,242.3458695652173913043478261,552.720,538.435,548.935
547,1.000,340.500,18,,12109.089,HIMFLA+FangSong,10.500,0,char,15,10.500,,否 ,312.240,tbl,True,10.500,242.3458695652173913043478261,552.720,510.411,520.911
548,1.000,347.280,19,,12123.190,HIMFLA+FangSong,10.500,0,char,15,10.500,,是否存在终止上市风险和应对措施 ,333.660,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,496.310,506.810
549,0.274,368.736,20,,12137.585,HIMGDA+DengXian,10.500,0,char,15,10.500,, ,340.500,tbl,True,2.877,242.3458695652173913043478261,552.720,481.915,492.415
550,1.000,434.160,21,,12210.070,HIMFLA+FangSong,10.500,0,char,15,10.500,,债券简称 ,420.540,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,409.430,419.930
551,1.000,441.480,21,,12210.070,HIMFLA+FangSong,10.500,0,char,15,10.500,,21深资01 ,413.260,tbl,True,5.250,242.3458695652173913043478261,552.720,409.430,419.930
552,1.000,462.420,22,,12238.330,HIMFLA+FangSong,10.500,0,char,15,10.500,,债券代码 ,448.800,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,381.170,391.670
553,0.500,469.695,22,,12238.330,HIMFLA+FangSong,10.500,0,char,15,10.500,,149463.SZ ,441.480,tbl,True,5.250,242.3458695652173913043478261,552.720,381.170,391.670
554,1.000,497.940,23,,12259.750,HIMFLA+FangSong,10.500,0,char,15,10.500,,深圳市资本运营集团有限公司2021年面向专业投资者公开发行公司债券（第一期） ,469.695,tbl,True,5.250,242.3458695652173913043478261,552.720,346.131,370.250
555,1.000,490.620,24,,12266.530,HIMFLA+FangSong,10.500,0,char,15,10.500,,债券名称 ,477.060,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,352.970,363.470
556,1.000,518.880,25,,12294.790,HIMFLA+FangSong,10.500,0,char,15,10.500,,发行日 ,505.260,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,324.710,335.210
557,1.000,526.200,25,,12294.790,HIMFLA+FangSong,10.500,0,char,15,10.500,,2021年04月23日 ,497.940,tbl,True,5.250,242.3458695652173913043478261,552.720,324.710,335.210
558,1.000,547.140,26,,12323.050,HIMFLA+FangSong,10.500,0,char,15,10.500,,起息日 ,533.520,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,296.450,306.950
559,1.000,554.460,26,,12323.050,HIMFLA+FangSong,10.500,0,char,15,10.500,,2021年04月26日 ,526.200,tbl,True,5.250,242.3458695652173913043478261,552.720,296.450,306.950
560,1.000,575.400,27,,12351.310,HIMFLA+FangSong,10.500,0,char,15,10.500,,最近回售日 ,561.780,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,268.190,278.690
561,1.000,582.720,27,,12351.310,HIMFLA+FangSong,10.500,0,char,15,10.500,,2024年04月26日 ,554.460,tbl,True,5.250,242.3458695652173913043478261,552.720,268.190,278.690
562,1.000,603.660,28,,12379.570,HIMFLA+FangSong,10.500,0,char,15,10.500,,到期日 ,590.040,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,239.930,250.430
563,1.000,610.980,28,,12379.570,HIMFLA+FangSong,10.500,0,char,15,10.500,,2024年04月26日 ,582.720,tbl,True,5.250,242.3458695652173913043478261,552.720,239.930,250.430
564,1.000,631.920,29,,12407.830,HIMFLA+FangSong,10.500,0,char,15,10.500,,债券余额（亿元） ,618.300,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,211.670,222.170
565,0.500,639.195,29,,12408.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,15,10.500,,20 ,610.980,tbl,True,5.250,242.3458695652173913043478261,552.720,210.872,221.372
566,1.000,660.120,30,,12436.030,HIMFLA+FangSong,10.500,0,char,15,10.500,,票面利率（%） ,646.560,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,183.470,193.970
567,0.500,667.440,30,,12436.828,HIMIKE+TimesNewRomanPSMT,10.500,0,char,15,10.500,,3.55 ,639.195,tbl,True,5.250,242.3458695652173913043478261,552.720,182.672,193.172
568,1.000,695.700,31,,12457.510,HIMFLA+FangSong,10.500,0,char,15,10.500,,采用单利按年计息，不计复利。每年付息一次，最后一期的利息随本金的兑付一起支付。 ,667.440,tbl,True,10.500,242.3458695652173913043478261,552.720,148.371,172.490
569,1.000,688.380,32,,12464.290,HIMFLA+FangSong,10.500,0,char,15,10.500,,还本付息方式 ,674.760,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,155.210,165.710
570,1.000,716.640,33,,12492.550,HIMFLA+FangSong,10.500,0,char,15,10.500,,最新主体评级 ,703.020,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,126.950,137.450
571,0.500,723.960,33,,12492.550,HIMFLA+FangSong,10.500,0,char,15,10.500,,AAA ,695.700,tbl,True,5.250,242.3458695652173913043478261,552.720,126.950,137.450
572,1.000,744.900,34,,12520.810,HIMFLA+FangSong,10.500,0,char,15,10.500,,最新债项评级 ,731.280,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,98.690,109.190
573,0.500,752.196,34,,12520.810,HIMFLA+FangSong,10.500,0,char,15,10.500,,AAA ,723.960,tbl,True,5.250,242.3458695652173913043478261,552.720,98.690,109.190
574,,65.280,35,,,,,,,,,,,57.780,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
575,,86.220,35,,,,,,,,,,,78.900,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
576,,93.540,35,,,,,,,,,,,86.220,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
577,,114.588,35,,,,,,,,,,,107.160,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
578,,234.780,35,,,,,,,,,,,227.376,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
579,,255.720,35,,,,,,,,,,,248.400,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
580,,277.200,35,,,,,,,,,,,255.720,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
581,,312.240,35,,,,,,,,,,,290.820,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
582,,333.660,35,,,,,,,,,,,312.240,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
583,,368.736,35,,,,,,,,,,,347.280,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
584,,420.540,35,,,,,,,,,,,413.260,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
585,,441.480,35,,,,,,,,,,,434.160,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
586,,448.800,35,,,,,,,,,,,441.480,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
587,,469.695,35,,,,,,,,,,,462.420,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
588,,477.060,35,,,,,,,,,,,469.695,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
589,,497.940,35,,,,,,,,,,,490.620,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
590,,505.260,35,,,,,,,,,,,497.940,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
591,,526.200,35,,,,,,,,,,,518.880,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
592,,533.520,35,,,,,,,,,,,526.200,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
593,,554.460,35,,,,,,,,,,,547.140,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
594,,561.780,35,,,,,,,,,,,554.460,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
595,,582.720,35,,,,,,,,,,,575.400,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
596,,590.040,35,,,,,,,,,,,582.720,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
597,,610.980,35,,,,,,,,,,,603.660,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
598,,618.300,35,,,,,,,,,,,610.980,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
599,,639.195,35,,,,,,,,,,,631.920,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
600,,646.560,35,,,,,,,,,,,639.195,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
601,,667.440,35,,,,,,,,,,,660.120,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
602,,674.760,35,,,,,,,,,,,667.440,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
603,,695.700,35,,,,,,,,,,,688.380,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
604,,703.020,35,,,,,,,,,,,695.700,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
605,,723.960,35,,,,,,,,,,,716.640,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
606,,731.280,35,,,,,,,,,,,723.960,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
607,,752.196,35,,,,,,,,,,,744.900,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
608,1.000,78.900,0,,12696.810,HIMFLA+FangSong,10.500,0,char,16,10.500,,最新评级展望 ,65.280,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,764.690,775.190
609,1.000,86.220,0,,12696.810,HIMFLA+FangSong,10.500,0,char,16,10.500,,稳定 ,57.780,tbl,True,10.500,242.3458695652173913043478261,552.720,764.690,775.190
610,1.000,107.160,1,,12725.070,HIMFLA+FangSong,10.500,0,char,16,10.500,,是否列入信用观察名单 ,93.540,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,736.430,746.930
611,1.000,114.480,1,,12725.070,HIMFLA+FangSong,10.500,0,char,16,10.500,,否 ,86.220,tbl,True,10.500,242.3458695652173913043478261,552.720,736.430,746.930
612,1.000,135.420,2,,12753.330,HIMFLA+FangSong,10.500,0,char,16,10.500,,交易场所 ,121.800,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,708.170,718.670
613,1.000,142.740,2,,12753.330,HIMFLA+FangSong,10.500,0,char,16,10.500,,深圳证券交易所 ,114.480,tbl,True,10.500,242.3458695652173913043478261,552.720,708.170,718.670
614,1.000,163.680,3,,12781.590,HIMFLA+FangSong,10.500,0,char,16,10.500,,主承销商 ,150.060,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,679.910,690.410
615,1.000,171.000,3,,12781.590,HIMFLA+FangSong,10.500,0,char,16,10.500,,万和证券、国信证券 ,142.740,tbl,True,10.500,242.3458695652173913043478261,552.720,679.910,690.410
616,1.000,191.940,4,,12809.850,HIMFLA+FangSong,10.500,0,char,16,10.500,,受托管理人/债权代理人 ,178.320,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,651.650,662.150
617,1.000,199.260,4,,12809.850,HIMFLA+FangSong,10.500,0,char,16,10.500,,国信证券 ,171.000,tbl,True,10.500,242.3458695652173913043478261,552.720,651.650,662.150
618,1.000,220.200,5,,12838.110,HIMFLA+FangSong,10.500,0,char,16,10.500,,投资者适当性安排 ,206.580,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,623.390,633.890
619,1.000,227.580,5,,12838.110,HIMFLA+FangSong,10.500,0,char,16,10.500,,专业投资者 ,199.260,tbl,True,10.500,242.3458695652173913043478261,552.720,623.390,633.890
620,1.000,241.620,6,,12859.530,HIMFLA+FangSong,10.500,0,char,16,10.500,,报告期内发行人调整票面利率选择权的触,227.580,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,601.970,612.470
621,1.000,255.730,7,,12866.310,HIMFLA+FangSong,10.500,0,char,16,10.500,,不涉及 ,227.580,tbl,True,10.500,242.3458695652173913043478261,552.720,595.190,605.690
622,1.000,255.730,8,,12873.150,HIMFLA+FangSong,10.500,0,char,16,10.500,,发及执行情况 ,241.620,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,588.350,598.850
623,1.000,269.880,9,,12887.790,HIMFLA+FangSong,10.500,0,char,16,10.500,,报告期内投资者回售选择权的触发及执行,255.730,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,573.710,584.210
624,1.000,283.990,10,,12894.570,HIMFLA+FangSong,10.500,0,char,16,10.500,,不涉及 ,255.730,tbl,True,10.500,242.3458695652173913043478261,552.720,566.930,577.430
625,1.000,283.990,11,,12901.410,HIMFLA+FangSong,10.500,0,char,16,10.500,,情况 ,269.880,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,560.090,570.590
626,1.000,298.140,12,,12916.050,HIMFLA+FangSong,10.500,0,char,16,10.500,,报告期内发行人赎回选择权的触发及执行,283.990,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,545.450,555.950
627,1.000,312.250,13,,12922.830,HIMFLA+FangSong,10.500,0,char,16,10.500,,不涉及 ,283.990,tbl,True,10.500,242.3458695652173913043478261,552.720,538.670,549.170
628,1.000,312.250,14,,12929.670,HIMFLA+FangSong,10.500,0,char,16,10.500,,情况 ,298.140,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,531.830,542.330
629,1.000,326.340,15,,12944.250,HIMFLA+FangSong,10.500,0,char,16,10.500,,报告期内可交换债中的交换选择权的触发,312.250,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,517.250,527.750
630,1.000,340.392,16,,12951.090,HIMFLA+FangSong,10.500,0,char,16,10.500,,不涉及 ,312.250,tbl,True,10.500,242.3458695652173913043478261,552.720,510.410,520.910
631,1.000,340.392,17,,12957.870,HIMFLA+FangSong,10.500,0,char,16,10.500,,及执行情况 ,326.340,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,503.630,514.130
632,1.000,361.440,18,,12979.350,HIMFLA+FangSong,10.500,0,char,16,10.500,,报告期内其他特殊条款的触发及执行情况 ,347.820,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,482.150,492.650
633,1.000,368.760,18,,12979.350,HIMFLA+FangSong,10.500,0,char,16,10.500,,不涉及 ,340.392,tbl,True,10.500,242.3458695652173913043478261,552.720,482.150,492.650
634,1.000,396.960,19,,13007.609,HIMFLA+FangSong,10.500,0,char,16,10.500,,竞价交易 ,368.760,tbl,True,10.500,242.3458695652173913043478261,552.720,453.891,464.391
635,1.000,403.800,20,,13021.710,HIMFLA+FangSong,10.500,0,char,16,10.500,,适用的交易机制 ,390.180,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,439.790,450.290
636,0.274,425.220,21,,13036.045,HIMGDA+DengXian,10.500,0,char,16,10.500,, ,396.960,tbl,True,2.877,242.3458695652173913043478261,552.720,425.455,435.955
637,1.000,453.480,22,,13064.069,HIMFLA+FangSong,10.500,0,char,16,10.500,,否 ,425.220,tbl,True,10.500,242.3458695652173913043478261,552.720,397.431,407.931
638,1.000,460.320,23,,13078.230,HIMFLA+FangSong,10.500,0,char,16,10.500,,是否存在终止上市风险和应对措施 ,446.700,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,383.270,393.770
639,0.274,481.716,24,,13092.565,HIMGDA+DengXian,10.500,0,char,16,10.500,, ,453.480,tbl,True,2.877,242.3458695652173913043478261,552.720,368.935,379.435
640,1.000,547.140,25,,13165.050,HIMFLA+FangSong,10.500,0,char,16,10.500,,债券简称 ,533.520,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,296.450,306.950
641,1.000,554.460,25,,13165.050,HIMFLA+FangSong,10.500,0,char,16,10.500,,20深圳资本MTN001 ,526.240,tbl,True,5.250,242.3458695652173913043478261,552.720,296.450,306.950
642,1.000,575.400,26,,13193.310,HIMFLA+FangSong,10.500,0,char,16,10.500,,债券代码 ,561.780,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,268.190,278.690
643,0.500,582.720,26,,13193.310,HIMFLA+FangSong,10.500,0,char,16,10.500,,0102001498.IB ,554.460,tbl,True,5.250,242.3458695652173913043478261,552.720,268.190,278.690
644,1.000,603.660,27,,13221.570,HIMFLA+FangSong,10.500,0,char,16,10.500,,债券名称 ,590.040,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,239.930,250.430
645,1.000,610.980,27,,13221.570,HIMFLA+FangSong,10.500,0,char,16,10.500,,深圳市资本运营集团有限公司2020年度第一期中期票据 ,582.720,tbl,True,5.250,242.3458695652173913043478261,552.720,239.930,250.430
646,1.000,631.920,28,,13249.830,HIMFLA+FangSong,10.500,0,char,16,10.500,,发行日 ,618.300,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,211.670,222.170
647,1.000,639.195,28,,13249.830,HIMFLA+FangSong,10.500,0,char,16,10.500,,2020年08月10日 ,610.980,tbl,True,5.250,242.3458695652173913043478261,552.720,211.670,222.170
648,1.000,660.120,29,,13278.030,HIMFLA+FangSong,10.500,0,char,16,10.500,,起息日 ,646.560,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,183.470,193.970
649,1.000,667.440,29,,13278.030,HIMFLA+FangSong,10.500,0,char,16,10.500,,2020年08月12日 ,639.195,tbl,True,5.250,242.3458695652173913043478261,552.720,183.470,193.970
650,1.000,688.380,30,,13306.290,HIMFLA+FangSong,10.500,0,char,16,10.500,,最近回售日 ,674.760,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,155.210,165.710
651,1.000,695.700,30,,13306.290,HIMFLA+FangSong,10.500,0,char,16,10.500,,2023年08月12日 ,667.440,tbl,True,5.250,242.3458695652173913043478261,552.720,155.210,165.710
652,1.000,716.640,31,,13334.550,HIMFLA+FangSong,10.500,0,char,16,10.500,,到期日 ,703.020,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,126.950,137.450
653,1.000,723.960,31,,13334.550,HIMFLA+FangSong,10.500,0,char,16,10.500,,2023年08月12日 ,695.700,tbl,True,5.250,242.3458695652173913043478261,552.720,126.950,137.450
654,1.000,744.900,32,,13362.810,HIMFLA+FangSong,10.500,0,char,16,10.500,,债券余额（亿元） ,731.280,tbl,True,10.500,42.71413043478260869565217391,242.3458695652173913043478261,98.690,109.190
655,0.500,752.196,32,,13363.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,16,10.500,,10 ,723.960,tbl,True,5.250,242.3458695652173913043478261,552.720,97.892,108.392
656,,65.280,33,,,,,,,,,,,57.780,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
657,,86.220,33,,,,,,,,,,,78.900,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
658,,93.540,33,,,,,,,,,,,86.220,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
659,,114.480,33,,,,,,,,,,,107.160,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
660,,121.800,33,,,,,,,,,,,114.480,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
661,,142.740,33,,,,,,,,,,,135.420,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
662,,150.060,33,,,,,,,,,,,142.740,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
663,,171.000,33,,,,,,,,,,,163.680,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
664,,178.320,33,,,,,,,,,,,171.000,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
665,,199.260,33,,,,,,,,,,,191.940,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
666,,206.580,33,,,,,,,,,,,199.260,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
667,,227.580,33,,,,,,,,,,,220.200,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
668,,347.820,33,,,,,,,,,,,340.392,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
669,,368.760,33,,,,,,,,,,,361.440,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
670,,390.180,33,,,,,,,,,,,368.760,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
671,,425.220,33,,,,,,,,,,,403.800,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
672,,446.700,33,,,,,,,,,,,425.220,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
673,,481.716,33,,,,,,,,,,,460.320,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
674,,533.520,33,,,,,,,,,,,526.240,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
675,,554.460,33,,,,,,,,,,,547.140,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
676,,561.780,33,,,,,,,,,,,554.460,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
677,,582.720,33,,,,,,,,,,,575.400,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
678,,590.040,33,,,,,,,,,,,582.720,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
679,,610.980,33,,,,,,,,,,,603.660,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
680,,618.300,33,,,,,,,,,,,610.980,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
681,,639.195,33,,,,,,,,,,,631.920,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
682,,646.560,33,,,,,,,,,,,639.195,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
683,,667.440,33,,,,,,,,,,,660.120,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
684,,674.760,33,,,,,,,,,,,667.440,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
685,,695.700,33,,,,,,,,,,,688.380,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
686,,703.020,33,,,,,,,,,,,695.700,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
687,,723.960,33,,,,,,,,,,,716.640,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
688,,731.280,33,,,,,,,,,,,723.960,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
689,,752.196,33,,,,,,,,,,,744.900,tbl,,,42.71413043478260869565217391,242.3458695652173913043478261,,
690,1.000,78.900,0,,13538.810,HIMFLA+FangSong,10.500,0,char,17,10.500,,票面利率（%） ,65.280,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,764.690,775.190
691,0.500,86.220,0,,13539.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,17,10.500,,3.50 ,57.780,tbl,True,5.250,242.3454545454545454545454545,552.720,763.892,774.392
692,1.000,114.480,1,,13560.290,HIMFLA+FangSong,10.500,0,char,17,10.500,,采用单利按年计息，不计复利。每年付息一次，最后一期的利息随本金的兑付一起支付。 ,86.220,tbl,True,10.500,242.3454545454545454545454545,552.720,729.591,753.710
693,1.000,107.160,2,,13567.070,HIMFLA+FangSong,10.500,0,char,17,10.500,,还本付息方式 ,93.540,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,736.430,746.930
694,1.000,135.420,3,,13595.330,HIMFLA+FangSong,10.500,0,char,17,10.500,,最新主体评级 ,121.800,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,708.170,718.670
695,0.500,142.740,3,,13595.330,HIMFLA+FangSong,10.500,0,char,17,10.500,,AAA ,114.480,tbl,True,5.250,242.3454545454545454545454545,552.720,708.170,718.670
696,1.000,163.680,4,,13623.590,HIMFLA+FangSong,10.500,0,char,17,10.500,,最新债项评级 ,150.060,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,679.910,690.410
697,0.500,171.000,4,,13623.590,HIMFLA+FangSong,10.500,0,char,17,10.500,,AAA ,142.740,tbl,True,5.250,242.3454545454545454545454545,552.720,679.910,690.410
698,1.000,191.940,5,,13651.850,HIMFLA+FangSong,10.500,0,char,17,10.500,,最新评级展望 ,178.320,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,651.650,662.150
699,1.000,199.260,5,,13651.850,HIMFLA+FangSong,10.500,0,char,17,10.500,,稳定 ,171.000,tbl,True,10.500,242.3454545454545454545454545,552.720,651.650,662.150
700,1.000,220.200,6,,13680.110,HIMFLA+FangSong,10.500,0,char,17,10.500,,是否列入信用观察名单 ,206.580,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,623.390,633.890
701,1.000,227.475,6,,13680.110,HIMFLA+FangSong,10.500,0,char,17,10.500,,否 ,199.260,tbl,True,10.500,242.3454545454545454545454545,552.720,623.390,633.890
702,1.000,248.400,7,,13708.310,HIMFLA+FangSong,10.500,0,char,17,10.500,,交易场所 ,234.780,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,595.190,605.690
703,1.000,255.720,7,,13708.310,HIMFLA+FangSong,10.500,0,char,17,10.500,,银行间债券市场 ,227.475,tbl,True,10.500,242.3454545454545454545454545,552.720,595.190,605.690
704,1.000,276.660,8,,13736.570,HIMFLA+FangSong,10.500,0,char,17,10.500,,主承销商 ,263.040,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,566.930,577.430
705,1.000,283.980,8,,13736.570,HIMFLA+FangSong,10.500,0,char,17,10.500,,建设银行、农业银行 ,255.720,tbl,True,10.500,242.3454545454545454545454545,552.720,566.930,577.430
706,1.000,304.920,9,,13764.830,HIMFLA+FangSong,10.500,0,char,17,10.500,,受托管理人/债权代理人 ,291.300,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,538.670,549.170
707,1.000,312.240,9,,13764.830,HIMFLA+FangSong,10.500,0,char,17,10.500,,无 ,283.980,tbl,True,10.500,242.3454545454545454545454545,552.720,538.670,549.170
708,1.000,333.180,10,,13793.090,HIMFLA+FangSong,10.500,0,char,17,10.500,,投资者适当性安排 ,319.560,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,510.410,520.910
709,1.000,340.596,10,,13793.090,HIMFLA+FangSong,10.500,0,char,17,10.500,,专业投资者 ,312.240,tbl,True,10.500,242.3454545454545454545454545,552.720,510.410,520.910
710,1.000,354.600,11,,13814.510,HIMFLA+FangSong,10.500,0,char,17,10.500,,报告期内发行人调整票面利率选择权的触,340.596,tbl,True,10.500,42.71454545454545454545454545,242.3454545454545454545454545,488.990,499.490
