adv,bottom,cod,doctop,height,non_stroking_color,page_number,size,stroking_color,top,width,x0,x1,y0,y1,len_str,is_mulu,is_biaoti,is_ymyj,text
0.5,364.08,19.0,24770.08,12.0,0.0,30.0,12.0,0.0,352.08,6.0,42.54,530.94,477.008,489.92,44,0,0,2,"生应于本判决生效之日起十日内向万和证券股份有限公司支付融资利息（利息以本金6,300万元"
0.5,392.1,21.0,24798.1,12.0,0.0,30.0,12.0,0.0,380.1,6.0,42.54,355.74,448.988,461.9,35,0,0,2,为基数，自2020年4月9日起至款项清偿之日止按年利率6.2%计算）；
0.5,434.04,24.0,24840.04,12.0,0.0,30.0,12.0,0.0,422.04,6.0,66.54,407.34,407.048,419.96,44,0,0,2,（3）变更广东省深圳市中级人民法院（2019）粤03民初1137号民事判决第三项为：柴国
0.5,462.06,26.0,24868.06,12.0,0.0,30.0,12.0,0.0,450.06,6.0,42.54,515.94,379.028,391.94,50,0,0,2,"生应于本判决生效之日起十日内向万和证券股份有限公司支付违约金2,771,398.04元及以6,300"
0.5,490.08,28.0,24896.08,12.0,0.0,30.0,12.0,0.0,478.08,6.0,42.54,202.74,351.008,363.92,41,0,0,2,万元为基数自2020年4月9日起至款项清偿之日止按每日万分之三的标准计算的违约金；
0.5,532.08,31.0,24938.08,12.0,0.0,30.0,12.0,0.0,520.08,6.0,66.54,407.34,309.008,321.92,44,0,0,2,（4）变更广东省深圳市中级人民法院（2019）粤03民初1137号民事判决第四项为：陈敏
1.0,560.1,33.0,24966.1,12.0,0.0,30.0,12.0,0.0,548.1,12.0,42.54,54.54,281.9,292.61,14,0,0,2,对上述债务承担连带清偿责任；
0.5,602.04,35.0,25008.04,12.0,0.0,30.0,12.0,0.0,590.04,6.0,66.54,407.34,239.048,251.96,44,0,0,2,（5）变更广东省深圳市中级人民法院（2019）粤03民初1137号民事判决第五项为：万和
0.5,630.06,37.0,25036.06,12.0,0.0,30.0,12.0,0.0,618.06,6.0,42.54,440.94,211.028,223.94,48,0,0,2,证券股份有限公司对柴国生提供质押的雪莱特股票26245810股（证券代码002076）拍卖或变卖
1.0,658.08,39.0,25064.08,12.0,0.0,30.0,12.0,0.0,646.08,12.0,42.54,54.54,183.92,194.63,20,0,0,2,所得价款在涉案债权范围内享有优先受偿权。
1.0,700.08,41.0,25106.08,12.0,0.0,30.0,12.0,0.0,688.08,12.0,66.54,78.54,141.92,153.92,23,0,0,2,截至报告期末，本案处于二审判决生效执行中阶段。
0.5,742.08,42.0,25148.08,12.0,0.0,30.0,12.0,0.0,730.08,6.0,70.56,538.56,99.92,111.92,40,0,0,2,5、中粮信托有限责任公司（“原告”）为万和证券管理的资管产品“万和证券日盛10号
0.5,770.04,43.0,25176.04,12.0,0.0,30.0,12.0,0.0,758.04,6.0,42.54,312.54,71.96,83.96,44,0,0,2,定向资产管理计划”委托人。自2018年10月23日起，原告陆续向万和证券发出多份《提取委
0.5,790.83,44.0,25198.33,10.5,0.0,30.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,30
0.5,54.51,0.0,25304.01,10.5,0.0,31.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,84.06,1.0,25332.06,12.0,0.0,31.0,12.0,0.0,72.06,6.0,42.54,459.54,757.94,769.94,44,0,0,2,托资产通知书》，万和证券在指定时间内执行了部分通知书。2018年11月5日，原告向万和证
1.0,112.08,2.0,25360.08,12.0,0.0,31.0,12.0,0.0,100.08,12.0,42.54,54.54,729.92,741.92,42,0,0,2,券出具指令，要求万和证券对持有的证券资产全部变现，万和证券于原告指定日期过后陆续变现
1.0,140.1,3.0,25388.1,12.0,0.0,31.0,12.0,0.0,128.1,12.0,42.54,54.54,701.9,713.9,30,0,0,2,证券资产并向原告进行了资金返还，至起诉日未完成全部资产变现。
0.5,182.04,4.0,25430.04,12.0,0.0,31.0,12.0,0.0,170.04,6.0,70.56,388.56,659.96,671.96,43,0,0,2,"原告诉请法院判决万和证券向原告赔偿贬值损失5,498.26万元及因迟延返还委托资产造成"
0.5,210.06,5.0,25458.06,12.0,0.0,31.0,12.0,0.0,198.06,6.0,42.54,540.54,631.94,643.94,43,0,0,2,的利息损失，以及律师费、保全费、保全保险费、交通费、食宿费诉讼费等（截止2021年3月
0.5,238.08,6.0,25486.08,12.0,0.0,31.0,12.0,0.0,226.08,6.0,42.54,282.54,603.92,615.92,48,0,0,2,"15日共计7,787.85万元）。2021年5月6日，北京金融法院裁定冻结万和证券的银行存款或查"
0.5,266.04,7.0,25514.04,12.0,0.0,31.0,12.0,0.0,254.04,6.0,42.54,414.54,575.96,587.96,48,0,0,2,"封、扣押相应价值的财产，限额总计77,878,547.08元。截至5月7日，已冻结万和证券银行存"
0.5,294.06,8.0,25542.06,12.0,0.0,31.0,12.0,0.0,282.06,6.0,42.54,150.54,547.94,559.94,38,0,0,2,"款53,928,230.24元。目前案件已立案并召开了庭前会议，待正式开庭。"
0.5,336.06,9.0,25584.06,12.0,0.0,31.0,12.0,0.0,324.06,6.0,70.56,76.56,505.94,517.94,40,0,0,2,6、华夏人寿保险与四被告郭伟、深圳市科陆电子科技股份有限公司、宁波炜能资料管理中
1.0,364.08,10.0,25612.08,12.0,0.0,31.0,12.0,0.0,352.08,12.0,42.54,54.54,477.92,489.92,42,0,0,2,心、深圳久安富赢新能源股权投资企业（有限合伙）及深圳复思尔康、北京中海盈创、董文洁、
1.0,392.04,11.0,25640.04,12.0,0.0,31.0,12.0,0.0,380.04,12.0,42.54,54.54,449.96,461.96,42,0,0,2,北京华山弘业股权投资基、宁波华山恒东、珠海千红思远、北京国能电池公司签订增资协议，根
0.5,420.06,12.0,25668.06,12.0,0.0,31.0,12.0,0.0,408.06,6.0,42.54,324.54,421.94,433.94,45,0,0,2,据协议，如果国能电池2016年度净利润未达到2.5亿元，被告郭伟承诺受让全部股权 ，加上年
0.5,448.08,13.0,25696.08,12.0,0.0,31.0,12.0,0.0,436.08,6.0,42.54,63.54,393.92,405.92,18,0,0,2,化10%的利息，四被告承担连带责任。
0.5,490.08,14.0,25738.08,12.0,0.0,31.0,12.0,0.0,478.08,6.0,70.56,268.56,351.92,363.92,38,0,0,2,因国能电池2016年经审计未达2.5亿元，原告请求判令被告一受让原告全部股份
0.5,518.04,15.0,25766.04,12.0,0.0,31.0,12.0,0.0,506.04,6.0,42.54,291.54,323.96,335.96,49,0,0,2,"4,456.2353万股，受让价款本息合计73,042万元，被告二，三，四承担连带责任。目前案件处"
1.0,546.06,16.0,25794.06,12.0,0.0,31.0,12.0,0.0,534.06,12.0,42.54,54.54,295.94,307.94,12,0,0,2,于一审已开庭待判决阶段。
0.5,588.06,17.0,25836.06,12.0,0.0,31.0,12.0,0.0,576.06,6.0,70.56,181.56,253.94,265.94,42,0,0,2,7、2016年9月30日，原告深圳复思尔康投资合伙企业（有限合伙）与其他投资方与五被
1.0,616.08,18.0,25864.08,12.0,0.0,31.0,12.0,0.0,604.08,12.0,42.54,54.54,225.92,237.92,42,0,0,2,告郭伟、宁波炜能资产管理中心（有限合伙）、深圳市科陆电子科技股份有限公司、深圳久安富
1.0,644.04,19.0,25892.04,12.0,0.0,31.0,12.0,0.0,632.04,12.0,42.54,54.54,197.96,209.96,42,0,0,2,盈新能源股权投资企业（有限合伙）、北京国能电池科技股份有限公司签订增资协议，约定：原
0.5,672.06,20.0,25920.06,12.0,0.0,31.0,12.0,0.0,660.06,6.0,42.54,540.54,169.94,181.94,44,0,0,2,告以1亿元增资北京国能电池公司；如2016年北京国能电池公司经审计的净利润未达到2.5亿
0.5,700.08,21.0,25948.08,12.0,0.0,31.0,12.0,0.0,688.08,6.0,42.54,411.54,141.92,153.92,43,0,0,2,元时，原告有权要求被告郭伟进行回购，回购价格为本金加年化利率10%；如五被告违反增资协
1.0,728.1,22.0,25976.1,12.0,0.0,31.0,12.0,0.0,716.1,12.0,42.54,54.54,113.9,125.9,25,0,0,2,议的陈述、保证或承诺的，应就违约赔偿承担连带责任。
0.5,790.83,23.0,26040.33,10.5,0.0,31.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,31
0.5,54.51,0.0,26146.01,10.5,0.0,32.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,84.06,1.0,26174.06,12.0,0.0,32.0,12.0,0.0,72.06,6.0,70.56,517.56,757.94,769.94,42,0,0,2,后经审计，被告国能电池2016年的净利润未达标，后原告要求回购无果，故原告于2018
0.5,112.08,2.0,26202.08,12.0,0.0,32.0,12.0,0.0,100.08,6.0,42.54,498.6,729.92,741.92,44,0,0,2,年11月15日起诉，要求五被告承担相应责任。一审法院判决郭伟支付回购款本金1亿元及利息，
1.0,140.1,3.0,26230.1,12.0,0.0,32.0,12.0,0.0,128.1,12.0,42.54,54.54,701.9,713.9,26,0,1,2,二审法院撤销一审判决。目前案件处于二审判决生效阶段。
0.5,182.04,4.0,26272.04,12.0,0.0,32.0,12.0,0.0,170.04,6.0,70.56,181.56,659.96,671.96,42,0,0,2,8、2017年5月15日，原告城市电力控股集团有限公司与被告深圳市科陆电子科技股份有
0.5,210.06,5.0,26300.06,12.0,0.0,32.0,12.0,0.0,198.06,6.0,42.54,534.54,631.94,643.94,44,0,0,2,限公司、四川陆纵电力设计有限责任公司签署电池储能承包合同，该项目于2017年12月6日完
1.0,238.08,6.0,26328.08,12.0,0.0,32.0,12.0,0.0,226.08,12.0,42.54,54.54,603.92,615.92,42,0,0,2,成到货验收，原告因质量问题请求判令解除合同，判令被告一返还合同款及利息、误期赔偿费、
0.5,266.04,7.0,26356.04,12.0,0.0,32.0,12.0,0.0,254.04,6.0,42.54,300.54,575.96,587.96,46,0,0,2,"项目各项成本、预期利益损失合计5,953.1817万元，判令被告二承担连带责任。目前案件处于"
1.0,294.06,8.0,26384.06,12.0,0.0,32.0,12.0,0.0,282.06,12.0,42.54,54.54,547.94,559.94,11,0,1,2,一审已开庭待判决阶段。
0.5,336.06,9.0,26426.06,12.0,0.0,32.0,12.0,0.0,324.06,6.0,70.56,76.56,505.94,517.94,40,0,0,2,9、分宜县城西工业园开发有限责任公司、江西科能储能电池系统有限公司、北京国能电池
0.5,364.08,10.0,26454.08,12.0,0.0,32.0,12.0,0.0,352.08,6.0,42.54,510.54,477.92,489.92,43,0,0,2,科技股份有限公司、郭伟、新余农村商业银行股份有限公司分宜支行于2017年11月1日签订
0.5,392.04,11.0,26482.04,12.0,0.0,32.0,12.0,0.0,380.04,6.0,42.54,312.54,449.96,461.96,44,0,0,2,"《委托贷款借款合同》，委托贷款金额为30,000万元。同日，科陆电子、郭伟、北京国能电池"
1.0,420.06,12.0,26510.06,12.0,0.0,32.0,12.0,0.0,408.06,12.0,42.54,54.54,421.94,433.94,42,0,0,2,科技股份有限公司为被告的上述贷款提供连带责任保证，并与新余农村商业银行股份有限公司分
1.0,448.08,13.0,26538.08,12.0,0.0,32.0,12.0,0.0,436.08,12.0,42.54,54.54,393.92,405.92,40,0,0,2,宜支行签订《保证合同》。借款到期后，被告不仅未归还贷款本金，且尚拖欠逾期违约利息
0.5,476.04,14.0,26566.04,12.0,0.0,32.0,12.0,0.0,464.04,6.0,42.54,318.54,365.96,377.96,49,0,0,2,"2,430万元（2019年11月1日至2020年10月31日期间），各连带责任保证人亦均未履行保证"
1.0,504.06,15.0,26594.06,12.0,0.0,32.0,12.0,0.0,492.06,12.0,42.54,54.54,337.94,349.94,5,0,0,2,责任义务。
0.5,546.06,16.0,26636.06,12.0,0.0,32.0,12.0,0.0,534.06,6.0,70.56,358.56,295.94,307.94,41,0,0,2,"科陆电子向债务人履行的保证责任共计人民币5,000万元整，因此产生的律师代理费人民"
0.5,574.08,17.0,26664.08,12.0,0.0,32.0,12.0,0.0,562.08,6.0,42.54,324.54,267.92,279.92,42,0,0,2,币40万元及为诉讼保全所开具的保函费用人民币4万元。科陆电子诉请被告偿还前述费用。目
1.0,602.1,18.0,26692.1,12.0,0.0,32.0,12.0,0.0,590.1,12.0,42.54,54.54,239.9,251.9,14,0,0,2,前案件处于已立案待开庭阶段。
0.5,644.04,19.0,26734.04,12.0,0.0,32.0,12.0,0.0,632.04,6.0,70.56,538.56,197.96,209.96,43,0,0,2,"截至2021年6月30日，公司控股企业万和证券股份有限公司以第三人身份涉及5,000万"
0.5,672.06,20.0,26762.06,12.0,0.0,32.0,12.0,0.0,660.06,6.0,42.54,150.54,169.94,181.94,17,0,0,2,元以上诉讼案件2起，具体情况如下：
0.5,790.83,22.0,26882.33,10.5,0.0,32.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,32
0.5,54.51,0.0,26988.01,10.5,0.0,33.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,522.06,26.0,27454.06,12.0,0.0,33.0,12.0,0.0,510.06,6.0,71.82,521.82,319.94,331.94,40,0,0,2,1、万和证券受鄂尔多斯市金驼药业有限责任公司的委托，成立了“万和证券臻和7号定向
1.0,550.08,27.0,27482.08,12.0,0.0,33.0,12.0,0.0,538.08,12.0,42.54,54.54,291.92,303.92,42,0,0,2,资产管理计划”。该资管计划产品类型为被动管理型定向资产管理计划，投资标的主要为固定收
0.5,578.04,28.0,27510.04,12.0,0.0,33.0,12.0,0.0,566.04,6.0,42.54,504.54,263.96,275.96,45,0,0,2,益类品种、货币市场工具及金融产品。资管计划持有被告永泰集团发行的 18永泰集团SCP001
0.5,606.06,29.0,27538.06,12.0,0.0,33.0,12.0,0.0,594.06,6.0,42.54,315.54,235.94,247.94,45,0,0,2,"超短期融资券 50万张，票面总额为人民币5,000万元。因被告未按时兑付，构成违约。原告作"
1.0,634.08,30.0,27566.08,12.0,0.0,33.0,12.0,0.0,622.08,12.0,42.54,54.54,207.92,219.92,40,0,0,2,为资管计划委托人要求被告永泰集团支付相关款项，王广西作为担保人承担连带支付责任。
0.5,676.08,31.0,27608.08,12.0,0.0,33.0,12.0,0.0,664.08,6.0,71.82,170.82,165.92,177.92,30,0,0,2,2020年12月30日山西省晋中市中级人民法院一审判决如下：
1.0,718.08,32.0,27650.08,12.0,0.0,33.0,12.0,0.0,706.08,12.0,71.82,83.82,123.92,135.92,40,0,0,2,（1）被吿永泰集团有限公司、被告王广西于本判决生效后十日内连带向原告鄂尔多斯市金
0.5,746.1,33.0,27678.1,12.0,0.0,33.0,12.0,0.0,734.1,6.0,42.54,480.54,95.9,107.9,44,0,0,2,"驼药业有限责任公司支付“18永泰集团SCP001”超短期融资券本金人民币5,000万元；"
0.5,790.83,34.0,27724.33,10.5,0.0,33.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,33
0.5,54.51,0.0,27830.01,10.5,0.0,34.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,84.06,1.0,27858.06,12.0,0.0,34.0,12.0,0.0,72.06,12.0,71.82,83.82,757.94,769.94,40,0,0,2,（2）被告永泰集团有限公司、被告王广西于本判决生效后十日内连带向原告鄂尔多斯市金
0.5,112.08,2.0,27886.08,12.0,0.0,34.0,12.0,0.0,100.08,6.0,42.54,525.54,729.92,741.92,49,0,0,2,驼药业有限责任公司支付“18永泰集团SCP001”超短期融资券自2018年3月15日截止至2018
0.5,140.04,3.0,27914.04,12.0,0.0,34.0,12.0,0.0,128.04,6.0,42.54,471.54,701.96,713.96,51,0,0,2,"年12月10日利息人民币2,773,972.60元（以本金5000万元为基数，按年利率7.5%标准，计"
0.5,168.06,4.0,27942.06,12.0,0.0,34.0,12.0,0.0,156.06,6.0,42.54,90.54,673.94,685.94,7,0,0,2,算270天）；
1.0,210.06,5.0,27984.06,12.0,0.0,34.0,12.0,0.0,198.06,12.0,71.82,83.82,631.94,643.94,40,0,0,2,（3）被告永泰集团有限公司、王广西于本判决生效后十日内连带向原告鄂尔多斯市金驼药
0.5,238.08,6.0,28012.08,12.0,0.0,34.0,12.0,0.0,226.08,6.0,42.54,330.54,603.92,615.92,44,0,0,2,"业有限责任公司支付违约金（第一部分以本金5,000万元为基数，按日利率万分之二点一标准,"
0.5,266.04,7.0,28040.04,12.0,0.0,34.0,12.0,0.0,254.04,6.0,42.54,450.54,575.96,587.96,50,0,0,2,"自2018年12月11日起计算至实际清偿之日止；第二部分以2,773,972.60元利息为基数，按日"
0.5,294.06,8.0,28068.06,12.0,0.0,34.0,12.0,0.0,282.06,6.0,42.54,288.54,547.94,559.94,36,0,0,2,利率万分之二点一标准，自2018年12月11日起计算至实际清偿之日止）；
1.0,336.06,9.0,28110.06,12.0,0.0,34.0,12.0,0.0,324.06,12.0,71.82,83.82,505.94,517.94,40,0,0,2,（4）原告鄂尔多斯市金驼药业有限责任公司于本判决生效后十日内交回被告永泰集团有限
0.5,364.08,10.0,28138.08,12.0,0.0,34.0,12.0,0.0,352.08,6.0,42.54,426.54,477.92,489.92,48,0,0,2,公司案涉“2018年度第一期超短期融资券”（18永泰集团SCP001）50万张，被告永泰集团有限
1.0,392.1,11.0,28166.1,12.0,0.0,34.0,12.0,0.0,380.1,12.0,42.54,54.54,449.9,461.9,21,0,0,2,公司依据生效判决申请债券登记结算机构注销；
1.0,434.1,12.0,28208.1,12.0,0.0,34.0,12.0,0.0,422.1,12.0,71.82,83.82,407.9,419.9,30,0,0,2,（5）驳回原告鄂尔多斯市金驼药业有限责任公司的其他诉讼请求。
0.5,476.04,13.0,28250.04,12.0,0.0,34.0,12.0,0.0,464.04,6.0,71.82,354.638,365.96,377.96,42,0,0,2,被告永泰集团有限公司提起上诉，2021年6月11日，山西省高级人民法院作出二审判决，
1.0,504.06,14.0,28278.06,12.0,0.0,34.0,12.0,0.0,492.06,12.0,42.54,54.54,337.94,349.94,10,0,0,2,驳回上诉，维持原判。
1.0,546.06,15.0,28320.06,12.0,0.0,34.0,12.0,0.0,534.06,12.0,71.82,83.82,295.94,307.94,39,0,0,2,本案所涉资管计划为被动管理型定向产品，万和证券作为资管计划管理人以第三人身份参
1.0,574.08,16.0,28348.08,12.0,0.0,34.0,12.0,0.0,562.08,12.0,42.54,54.54,267.92,279.92,15,0,0,2,与诉讼，未被要求承担相关责任。
0.5,616.08,17.0,28390.08,12.0,0.0,34.0,12.0,0.0,604.08,6.0,71.82,353.82,225.92,237.92,40,0,0,2,2、万和证券管理的资管产品“万和证券富滇建投1号定向资产管理计划”投向上海莱士股
1.0,644.04,18.0,28418.04,12.0,0.0,34.0,12.0,0.0,632.04,12.0,42.54,54.54,197.96,209.96,42,0,0,2,票质押回购项目，该资管计划委托人为中建投信托股份有限公司（以下简称“中建投信托”），
0.5,672.06,19.0,28446.06,12.0,0.0,34.0,12.0,0.0,660.06,6.0,42.54,486.54,169.94,181.94,42,0,0,2,融资人为科瑞天诚投资控股有限公司（以下简称“科瑞天诚”），融资金额共计3亿元，约定购
0.5,700.08,20.0,28474.08,12.0,0.0,34.0,12.0,0.0,688.08,6.0,42.54,186.54,141.92,153.92,44,0,0,2,回日期为2018年11月2日。被告科瑞天诚未按合同约定履行购回义务，构成违约。原告中建投
1.0,728.04,21.0,28502.04,12.0,0.0,34.0,12.0,0.0,716.04,12.0,42.54,54.54,113.96,125.96,42,0,0,2,信托向杭州市中级人民法院起诉，列科瑞天诚、宁波科瑞金鼎投资合伙企业（有限合伙）、吴旭
0.5,756.06,22.0,28530.06,12.0,0.0,34.0,12.0,0.0,744.06,6.0,42.54,378.54,85.94,97.94,40,0,0,2,为被告，列万和证券为第三人，要求科瑞天诚偿还融资本金3亿元及相应利息、违约金等。
0.5,790.83,23.0,28566.33,10.5,0.0,34.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,34
0.5,54.51,0.0,28672.01,10.5,0.0,35.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,84.06,1.0,28700.06,12.0,0.0,35.0,12.0,0.0,72.06,6.0,71.82,323.82,757.94,769.94,30,0,0,2,浙江省杭州市中级人民法院于2021年5月13日作出如下判决：
1.0,126.06,2.0,28742.06,12.0,0.0,35.0,12.0,0.0,114.06,12.0,71.82,83.82,715.94,727.94,40,0,0,2,（1）被告科瑞天诚投资控股有限公司于判决生效之日起十日内向原告返还融资本金人民币
0.5,154.08,3.0,28770.08,12.0,0.0,35.0,12.0,0.0,142.08,6.0,42.54,546.54,687.92,699.92,52,0,0,2,"3亿元，支付融资利息人民币47,449,534.25元（利息暂计算至2020年6月30日，2020年7月"
0.5,182.04,4.0,28798.04,12.0,0.0,35.0,12.0,0.0,170.04,6.0,42.54,468.54,659.96,671.96,43,0,0,2,1日起至实际清偿之日止的利息以人民币3亿元中的未还部分为基数按照年利率10.5%另行计
1.0,210.06,5.0,28826.06,12.0,0.0,35.0,12.0,0.0,198.06,12.0,42.54,54.54,631.94,643.94,3,0,0,2,付）；
1.0,252.06,6.0,28868.06,12.0,0.0,35.0,12.0,0.0,240.06,12.0,71.82,83.82,589.94,601.94,39,0,0,2,（2）被告科瑞天诚投资控股有限公司于判决生效之日起十日内向原告支付违约金人民币
0.5,280.08,7.0,28896.08,12.0,0.0,35.0,12.0,0.0,268.08,6.0,42.54,426.54,561.92,573.92,53,0,0,2,"39,846,575.34元（违约金暂计算至2020年6月30日, 2020年7月1日起至实际清偿之日止的"
0.5,308.1,8.0,28924.1,12.0,0.0,35.0,12.0,0.0,296.1,6.0,42.54,447.54,533.9,545.9,41,0,0,2,违约金以上述第一项中的本金人民币3亿元中的未还部分为基数按照年利率8%另行计付）；
1.0,350.04,9.0,28966.04,12.0,0.0,35.0,12.0,0.0,338.04,12.0,71.82,83.82,491.96,503.96,39,0,0,2,（3）被告科瑞天诚投资控股有限公司于判决生效之日起十日内向原告支付律师费人民币
0.5,378.06,10.0,28994.06,12.0,0.0,35.0,12.0,0.0,366.06,6.0,42.54,273.54,463.94,475.94,24,0,0,2,"12万元及财产保全保险费人民币336,960元；"
0.5,420.06,11.0,29036.06,12.0,0.0,35.0,12.0,0.0,408.06,6.0,71.82,209.82,421.94,433.94,41,0,0,2,（4）对上述第1、2、3项被告科瑞天诚投资控股有限公司所负债务，原告有权就被告科瑞
1.0,448.08,12.0,29064.08,12.0,0.0,35.0,12.0,0.0,436.08,12.0,42.54,465.54,393.92,405.92,49,0,0,2,"天诚投资控股有限公司提供质押的上海莱士（证券代码：002252.SZ）2,535.5万股无限售流通"
1.0,476.04,13.0,29092.04,12.0,0.0,35.0,12.0,0.0,464.04,12.0,42.54,54.54,365.96,377.96,40,0,0,2,股股票以及被告宁波科瑞金鼎投资合伙企业（有限合伙）提供质押的上海莱士（证券代码：
0.5,504.06,14.0,29120.06,12.0,0.0,35.0,12.0,0.0,492.06,6.0,42.54,141.54,337.94,349.94,42,0,0,2,002252.SZ）500万股无限售流通股股票以折价或者拍卖、变卖所得价款优先受偿；
1.0,546.06,15.0,29162.06,12.0,0.0,35.0,12.0,0.0,534.06,12.0,71.82,83.82,295.94,307.94,39,0,0,2,被告宁波科瑞金鼎投资合伙企业（有限合伙）在实际承担质押担保责任后，有权向被告科
1.0,574.08,16.0,29190.08,12.0,0.0,35.0,12.0,0.0,562.08,12.0,42.54,54.54,267.92,279.92,16,0,0,2,瑞天诚投资控股有限公司进行追偿。
1.0,616.08,17.0,29232.08,12.0,0.0,35.0,12.0,0.0,604.08,12.0,71.82,83.82,225.92,237.92,41,0,0,2,（5）对上述第（1）、（2）、（3）项被告科瑞天诚投资控股有限公司所负债务，被告吴
1.0,644.04,18.0,29260.04,12.0,0.0,35.0,12.0,0.0,632.04,12.0,42.54,54.54,197.96,209.96,42,0,0,2,"旭承担连带清偿责任；被告吴旭在实际承担清偿责任后,有权向被告科瑞天诚投资控股有限公司"
1.0,672.06,19.0,29288.06,12.0,0.0,35.0,12.0,0.0,660.06,12.0,42.54,54.54,169.94,181.94,5,0,0,2,进行追偿；
1.0,714.06,20.0,29330.06,12.0,0.0,35.0,12.0,0.0,702.06,12.0,71.82,83.82,127.94,139.94,14,0,0,2,（6）驳回原告其他诉讼请求。
0.5,790.83,21.0,29408.33,10.5,0.0,35.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,35
0.5,54.51,0.0,29514.01,10.5,0.0,36.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,84.06,1.0,29542.06,12.0,0.0,36.0,12.0,0.0,72.06,12.0,71.82,83.82,757.94,769.94,39,0,0,2,目前案件处于二审已立案待开庭阶段。万和证券作为资产管理计划管理人以第三人身份参
1.0,112.08,2.0,29570.08,12.0,0.0,36.0,12.0,0.0,100.08,12.0,42.54,54.54,729.92,741.92,15,0,0,2,与诉讼，未被要求承担相关责任。
1.0,151.98,3.0,29609.98,12.0,0.0,36.0,12.0,0.0,139.98,12.0,42.54,54.54,690.02,702.02,17,0,1,2,十一、信息披露事务管理制度变更情况
1.0,179.73,4.0,29639.23,10.5,0.0,36.0,10.5,0.0,169.23,10.5,63.54,74.04,662.27,672.77,24,0,0,2,报告期内，本公司信息披露事务管理制度未发生变更。
0.5,790.83,7.0,30250.33,10.5,0.0,36.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,36
0.5,54.51,0.0,30356.01,10.5,0.0,37.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,82.522,1.0,30378.502,16.02,0.0,37.0,16.02,0.0,66.502,16.02,202.2,218.22,759.478,775.498,12,0,0,2,第四节 创新债券特别事项
1.0,109.98,2.0,30409.98,12.0,0.0,37.0,12.0,0.0,97.98,12.0,42.54,54.54,732.02,744.02,14,0,1,2,一、发行人为可交换债券发行人
1.0,137.73,3.0,30439.23,10.5,0.0,37.0,10.5,0.0,127.23,10.5,42.54,53.04,703.535,714.035,8,0,0,2,□适用 不适用
1.0,165.96,5.0,30465.96,12.0,0.0,37.0,12.0,0.0,153.96,12.0,42.54,54.54,676.04,688.04,15,0,1,2,二、发行人为绿色公司债券发行人
1.0,193.77,6.0,30495.27,10.5,0.0,37.0,10.5,0.0,183.27,10.5,42.54,53.04,647.495,657.995,8,0,0,2,□适用 不适用
1.0,221.94,8.0,30521.94,12.0,0.0,37.0,12.0,0.0,209.94,12.0,42.54,54.54,620.06,632.06,16,0,1,2,三、发行人为可续期公司债券发行人
1.0,249.75,9.0,30551.25,10.5,0.0,37.0,10.5,0.0,239.25,10.5,42.54,53.04,591.515,602.015,8,0,0,2,□适用 不适用
1.0,277.98,11.0,30577.98,12.0,0.0,37.0,12.0,0.0,265.98,12.0,42.54,54.54,564.02,576.02,15,0,1,2,四、发行人为扶贫公司债券发行人
1.0,305.73,12.0,30607.23,10.5,0.0,37.0,10.5,0.0,295.23,10.5,42.54,53.04,535.535,546.035,8,0,0,2,□适用 不适用
1.0,333.96,14.0,30633.96,12.0,0.0,37.0,12.0,0.0,321.96,12.0,42.54,54.54,508.04,520.04,17,0,1,2,五、发行人为一带一路公司债券发行人
1.0,361.77,15.0,30663.27,10.5,0.0,37.0,10.5,0.0,351.27,10.5,42.54,53.04,479.495,489.995,8,0,0,2,□适用 不适用
0.5,790.83,19.0,31092.33,10.5,0.0,37.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,37
