,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,type,upright,width,x0,x1,y0,y1,continue
147,1,587.52,25,3942.162,ZWIVFZ+FangSong,10.5,[0],char,5,10.5,,共赢投资收入 ,571.44,tbl,TRUE,10.5,84.6,225.565,255.216,265.716,
148,0.5,587.52,25,3943.663,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"6,858.96",571.44,tbl,TRUE,5.25,225.565,299.3285714,255.216,265.716,
149,0.5,587.52,25,3943.663,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"2,107.93",571.44,tbl,TRUE,5.25,299.3285714,373.165,255.216,265.716,
150,0.5,587.52,25,3943.663,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"6,982.88",571.44,tbl,TRUE,5.25,373.165,441.8885714,255.216,265.716,
151,0.5,587.52,25,3943.663,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"5,426.09",571.44,tbl,TRUE,5.25,441.8885714,510.66,255.216,265.716,
152,1,603.66,26,3958.302,ZWIVFZ+FangSong,10.5,[0],char,5,10.5,,国运租赁收入 ,587.52,tbl,TRUE,10.5,84.6,225.565,239.076,249.576,
153,0.5,603.66,26,3959.803,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"2,529.97",587.52,tbl,TRUE,5.25,225.565,299.3285714,239.076,249.576,
154,0.5,603.66,26,3959.803,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"2,283.45",587.52,tbl,TRUE,5.25,299.3285714,373.165,239.076,249.576,
155,0.5,603.66,26,3959.803,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"1,636.85",587.52,tbl,TRUE,5.25,373.165,441.8885714,239.076,249.576,
156,0.5,603.66,26,3959.803,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,807.79,587.52,tbl,TRUE,5.25,441.8885714,510.66,239.076,249.576,
157,1,619.74,27,3974.382,ZWIVFZ+FangSong,10.5,[0],char,5,10.5,,再担保收入 ,603.66,tbl,TRUE,10.5,84.6,225.565,222.996,233.496,
158,0.5,619.74,27,3975.883,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"1,098.68",603.66,tbl,TRUE,5.25,225.565,299.3285714,222.996,233.496,
159,0.5,619.74,27,3975.883,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,775,603.66,tbl,TRUE,5.25,299.3285714,373.165,222.996,233.496,
160,0.5,619.74,27,3975.883,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,503.85,603.66,tbl,TRUE,5.25,373.165,441.8885714,222.996,233.496,
161,0.5,619.74,27,3975.883,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,210.9,603.66,tbl,TRUE,5.25,441.8885714,510.66,222.996,233.496,
162,1,635.8196111,28,3990.462,ZWIVFZ+FangSong,10.5,[0],char,5,10.5,,铁路投资收入 ,619.74,tbl,TRUE,10.5,84.6,225.565,206.916,217.416,
163,0.5,635.8196111,28,3991.963,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"9,889.33",619.74,tbl,TRUE,5.25,225.565,299.3285714,206.916,217.416,
164,0.5,635.8196111,28,3991.963,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"11,517.86",619.74,tbl,TRUE,5.25,299.3285714,373.165,206.916,217.416,
165,0.333,635.8196111,28,3991.963,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,- ,619.74,tbl,TRUE,3.497,373.165,441.8885714,206.916,217.416,
166,0.333,635.8196111,28,3991.963,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,- ,619.74,tbl,TRUE,3.497,441.8885714,510.66,206.916,217.416,
167,1,651.96,29,4006.602,ZWIVFZ+FangSong,10.5,[0],char,5,10.5,,高铁综合开发收入 ,635.8196111,tbl,TRUE,10.5,84.6,225.565,190.776,201.276,
168,0.5,651.96,29,4008.103,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"4,232.97",635.8196111,tbl,TRUE,5.25,225.565,299.3285714,190.776,201.276,
169,0.5,651.96,29,4008.103,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"1,277.09",635.8196111,tbl,TRUE,5.25,299.3285714,373.165,190.776,201.276,
170,0.5,651.96,29,4008.103,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"1,478.73",635.8196111,tbl,TRUE,5.25,373.165,441.8885714,190.776,201.276,
171,0.5,651.96,29,4008.103,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,410.01,635.8196111,tbl,TRUE,5.25,441.8885714,510.66,190.776,201.276,
172,1,668.0396111,30,4022.682,ZWIVFZ+FangSong,10.5,[0],char,5,10.5,,其他业务小计 ,651.96,tbl,TRUE,10.5,84.6,225.565,174.696,185.196,
173,0.5,668.0396111,30,4024.184,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"35,011.34",651.96,tbl,TRUE,5.25,225.565,299.3285714,174.696,185.196,
174,0.5,668.0396111,30,4024.184,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"19,100.05",651.96,tbl,TRUE,5.25,299.3285714,373.165,174.696,185.196,
175,0.5,668.0396111,30,4024.184,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"19,095.91",651.96,tbl,TRUE,5.25,373.165,441.8885714,174.696,185.196,
176,0.5,668.0396111,30,4024.184,TimesNewRomanPSMT,10.5,[0],char,5,10.5,,"5,733.32",651.96,tbl,TRUE,5.25,441.8885714,510.66,174.696,185.196,
177,1,684.5764286,31,4038.762,ZWIVFZ+FangSong,10.5,[0],char,5,10.5,[0],合计 ,668.0396111,tbl,TRUE,10.5,84.6,225.565,158.616,169.116,
178,0.5,684.5764286,31,4040.484,TimesNewRomanPS-BoldMT,10.5,[0],char,5,10.5,,"668,408.16",668.0396111,tbl,TRUE,5.25,225.565,299.3285714,158.616,169.116,
179,0.5,684.5764286,31,4040.484,TimesNewRomanPS-BoldMT,10.5,[0],char,5,10.5,,"521,936.65",668.0396111,tbl,TRUE,5.25,299.3285714,373.165,158.616,169.116,
180,0.5,684.5764286,31,4040.484,TimesNewRomanPS-BoldMT,10.5,[0],char,5,10.5,,"580,605.21",668.0396111,tbl,TRUE,5.25,373.165,441.8885714,158.616,169.116,
181,0.5,684.5764286,31,4040.484,TimesNewRomanPS-BoldMT,10.5,[0],char,5,10.5,,"449,826.50",668.0396111,tbl,TRUE,5.25,441.8885714,510.66,158.616,169.116,
182,1,711.168,32,4066.848,ZWIVFZ+FangSong,12,[0],char,5,12,[0],（二）发行人报告期财务状况,699.168,para,TRUE,12,90,102,128.784,140.784,0
183,0.5,742.368,33,4098.048,TimesNewRomanPSMT,12,[0],char,5,12,,中审亚太会计师事务所（特殊普通合伙）对发行人2020年财务报告进行了,730.368,para,TRUE,6,114,421.32,97.836,111.552,1
184,1,765.768,34,4121.448,ZWIVFZ+FangSong,12,[0],char,5,12,,审计，并出具了无保留意见的审计报告。,753.768,para,TRUE,12,90,102,74.436,86.436,0
185,0.5,89.988,0,4287.588,TimesNewRomanPSMT,12,[0],char,6,12,,截至2020年12月31日，发行人总资产为834.34亿元，较上年末增长9.31%，,77.988,para,TRUE,6,114,474.24,750.216,763.932,1
186,0.5,113.388,1,4310.988,TimesNewRomanPSMT,12,[0],char,6,12,,总负债为350.78亿元，较上年末增长13.12%，所有者权益合计为483.56亿元，,101.388,para,TRUE,6,90,484.02,726.816,740.532,1
187,0.5,136.788,2,4334.388,TimesNewRomanPSMT,12,[0],char,6,12,,较上年末增长6.70%。2020年度，发行人实现营业收入66.83亿元，较上年同期,124.788,para,TRUE,6,90,422.22,703.416,717.132,1
188,0.5,160.188,3,4357.788,TimesNewRomanPSMT,12,[0],char,6,12,,增长15.12%；实现归属于母公司所有者的净利润-1.90亿元，较上年同期减少,148.188,para,TRUE,6,90,395.64,680.016,693.732,1
189,0.5,185.304,4,4382.904,TimesNewRomanPSMT,12,[0],char,6,12,,115.42%，主要原因为受疫情和国际油价下跌影响，参股企业国能宁煤集团利润,173.304,para,TRUE,6,90,96,656.616,668.616,1
190,1,206.988,5,4404.588,ZWIVFZ+FangSong,12,[0],char,6,12,,短期下降，影响发行人投资收益同比减少。,194.988,para,TRUE,12,90,102,633.216,645.216,0
191,1,238.188,6,4435.788,ZWIVFZ+FangSong,12,[0],char,6,12,[0],发行人主要财务数据,226.188,para,TRUE,12,255.42,267.42,601.764,613.764,0
192,1,264.702,7,4463.802,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,[0],单位：亿元、%,254.202,para,TRUE,10.5,431.58,442.08,575.496,585.996,0
193,1,284.34,8,4480.902,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,[0],项目 ,267.8125,tbl,TRUE,10.5,84.59205882,259.8022576,558.396,568.896,
194,1,284.34,8,4480.902,TimesNewRomanPS-BoldMT,10.5,[0],char,6,10.5,[0],2020年末 ,267.8125,tbl,TRUE,5.25,259.8022576,348.2418182,558.396,568.896,
195,1,284.34,8,4480.902,TimesNewRomanPS-BoldMT,10.5,[0],char,6,10.5,[0],2019年末 ,267.8125,tbl,TRUE,5.25,348.2418182,436.7422576,558.396,568.896,
196,1,284.34,8,4480.902,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,[0],变动比例（%） ,267.8125,tbl,TRUE,10.5,436.7422576,510.6679412,558.396,568.896,
197,1,300.42,9,4496.982,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,总资产 ,284.34,tbl,TRUE,10.5,84.59205882,259.8022576,542.537,553.037,
198,0.5,300.42,9,4498.483,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,834.34,284.34,tbl,TRUE,5.25,259.8022576,348.2418182,542.537,553.037,
199,0.5,300.42,9,4498.483,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,763.28,284.34,tbl,TRUE,5.25,348.2418182,436.7422576,542.537,553.037,
200,0.5,300.42,9,4498.483,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,9.31,284.34,tbl,TRUE,5.25,436.7422576,510.6679412,542.537,553.037,
201,1,316.56,10,4513.122,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,总负债 ,300.42,tbl,TRUE,10.5,84.59205882,259.8022576,526.397,536.897,
202,0.5,316.56,10,4514.623,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,350.78,300.42,tbl,TRUE,5.25,259.8022576,348.2418182,526.397,536.897,
203,0.5,316.56,10,4514.623,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,310.1,300.42,tbl,TRUE,5.25,348.2418182,436.7422576,526.397,536.897,
204,0.5,316.56,10,4514.623,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,13.12,300.42,tbl,TRUE,5.25,436.7422576,510.6679412,526.397,536.897,
205,1,332.64,11,4529.202,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,净资产 ,316.56,tbl,TRUE,10.5,84.59205882,259.8022576,510.316,520.817,
206,0.5,332.64,11,4530.703,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,483.56,316.56,tbl,TRUE,5.25,259.8022576,348.2418182,510.316,520.817,
207,0.5,332.64,11,4530.703,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,453.18,316.56,tbl,TRUE,5.25,348.2418182,436.7422576,510.316,520.817,
208,0.5,332.64,11,4530.703,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,6.7,316.56,tbl,TRUE,5.25,436.7422576,510.6679412,510.316,520.817,
209,1,348.719625,12,4545.282,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,归属母公司股东的净资产 ,332.64,tbl,TRUE,10.5,84.59205882,259.8022576,494.237,504.737,
210,0.5,348.719625,12,4546.783,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,321.63,332.64,tbl,TRUE,5.25,259.8022576,348.2418182,494.237,504.737,
211,0.5,348.719625,12,4546.783,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,305.46,332.64,tbl,TRUE,5.25,348.2418182,436.7422576,494.237,504.737,
212,0.5,348.719625,12,4546.783,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,5.29,332.64,tbl,TRUE,5.25,436.7422576,510.6679412,494.237,504.737,
213,1,364.86,13,4561.422,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,资产负债率（%） ,348.719625,tbl,TRUE,10.5,84.59205882,259.8022576,478.097,488.597,
214,0.5,364.86,13,4562.923,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,42.04,348.719625,tbl,TRUE,5.25,259.8022576,348.2418182,478.097,488.597,
215,0.5,364.86,13,4562.923,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,40.63,348.719625,tbl,TRUE,5.25,348.2418182,436.7422576,478.097,488.597,
216,0.5,364.86,13,4562.923,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,3.49,348.719625,tbl,TRUE,5.25,436.7422576,510.6679412,478.097,488.597,
217,1,396.54,14,4577.502,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,扣除商誉及无形资产后的资产负债率（%） ,364.86,tbl,TRUE,10.5,84.59205882,259.8022576,446.414,474.018,
218,0.5,396.54,14,4586.805,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,49.5,364.86,tbl,TRUE,5.25,259.8022576,348.2418182,454.215,464.715,
219,0.5,396.54,14,4586.805,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,41.27,364.86,tbl,TRUE,5.25,348.2418182,436.7422576,454.215,464.715,
220,0.5,396.54,14,4586.805,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,19.94,364.86,tbl,TRUE,5.25,436.7422576,510.6679412,454.215,464.715,
221,1,412.619625,15,4609.182,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,流动比率 ,396.54,tbl,TRUE,10.5,84.59205882,259.8022576,430.337,440.837,
222,0.5,412.619625,15,4610.683,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,1.45,396.54,tbl,TRUE,5.25,259.8022576,348.2418182,430.337,440.837,
223,0.5,412.619625,15,4610.683,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,1.85,396.54,tbl,TRUE,5.25,348.2418182,436.7422576,430.337,440.837,
224,0.333,412.619625,15,4610.683,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-21.6,396.54,tbl,TRUE,3.497,436.7422576,510.6679412,430.337,440.837,
225,1,428.76,16,4625.322,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,速动比率 ,412.619625,tbl,TRUE,10.5,84.59205882,259.8022576,414.197,424.697,
226,0.5,428.76,16,4626.823,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,1.43,412.619625,tbl,TRUE,5.25,259.8022576,348.2418182,414.197,424.697,
227,0.5,428.76,16,4626.823,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,1.8,412.619625,tbl,TRUE,5.25,348.2418182,436.7422576,414.197,424.697,
228,0.333,428.76,16,4626.823,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-20.6,412.619625,tbl,TRUE,3.497,436.7422576,510.6679412,414.197,424.697,
229,1,444.839625,17,4641.402,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,期末现金及现金等价物余额 ,428.76,tbl,TRUE,10.5,84.59205882,259.8022576,398.117,408.617,
230,0.5,444.839625,17,4642.903,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,103.15,428.76,tbl,TRUE,5.25,259.8022576,348.2418182,398.117,408.617,
231,0.5,444.839625,17,4642.903,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,91.82,428.76,tbl,TRUE,5.25,348.2418182,436.7422576,398.117,408.617,
232,0.5,444.839625,17,4642.903,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,12.33,428.76,tbl,TRUE,5.25,436.7422576,510.6679412,398.117,408.617,
233,1,460.92,18,4657.482,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,[0],项目 ,444.839625,tbl,TRUE,10.5,84.59205882,259.8022576,381.816,392.316,
234,1,460.92,18,4657.482,TimesNewRomanPS-BoldMT,10.5,[0],char,6,10.5,[0],2020年度 ,444.839625,tbl,TRUE,5.25,259.8022576,348.2418182,381.816,392.316,
235,1,460.92,18,4657.482,TimesNewRomanPS-BoldMT,10.5,[0],char,6,10.5,[0],2019年度 ,444.839625,tbl,TRUE,5.25,348.2418182,436.7422576,381.816,392.316,
236,1,460.92,18,4657.482,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,[0],变动比例（%） ,444.839625,tbl,TRUE,10.5,436.7422576,510.6679412,381.816,392.316,
237,1,477.059625,19,4673.622,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,营业收入 ,460.92,tbl,TRUE,10.5,84.59205882,259.8022576,365.897,376.397,
238,0.5,477.059625,19,4675.123,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,66.83,460.92,tbl,TRUE,5.25,259.8022576,348.2418182,365.897,376.397,
239,0.5,477.059625,19,4675.123,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,58.06,460.92,tbl,TRUE,5.25,348.2418182,436.7422576,365.897,376.397,
240,0.5,477.059625,19,4675.123,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,15.12,460.92,tbl,TRUE,5.25,436.7422576,510.6679412,365.897,376.397,
241,1,493.14,20,4689.702,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,营业成本 ,477.059625,tbl,TRUE,10.5,84.59205882,259.8022576,349.817,360.317,
242,0.5,493.14,20,4691.203,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,52.19,477.059625,tbl,TRUE,5.25,259.8022576,348.2418182,349.817,360.317,
243,0.5,493.14,20,4691.203,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,44.98,477.059625,tbl,TRUE,5.25,348.2418182,436.7422576,349.817,360.317,
244,0.5,493.14,20,4691.203,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,16.03,477.059625,tbl,TRUE,5.25,436.7422576,510.6679412,349.817,360.317,
245,1,509.22,21,4705.782,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,利润总额 ,493.14,tbl,TRUE,10.5,84.59205882,259.8022576,333.737,344.237,
246,0.5,509.22,21,4707.283,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,1.95,493.14,tbl,TRUE,5.25,259.8022576,348.2418182,333.737,344.237,
247,0.5,509.22,21,4707.283,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,14.49,493.14,tbl,TRUE,5.25,348.2418182,436.7422576,333.737,344.237,
248,0.333,509.22,21,4707.283,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-86.56,493.14,tbl,TRUE,3.497,436.7422576,510.6679412,333.737,344.237,
249,1,525.36,22,4721.922,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,净利润 ,509.22,tbl,TRUE,10.5,84.59205882,259.8022576,317.597,328.097,
250,0.333,525.36,22,4723.423,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-0.087,509.22,tbl,TRUE,3.497,259.8022576,348.2418182,317.597,328.097,
251,0.5,525.36,22,4723.423,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,13.15,509.22,tbl,TRUE,5.25,348.2418182,436.7422576,317.597,328.097,
252,0.333,525.36,22,4723.423,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-100.66,509.22,tbl,TRUE,3.497,436.7422576,510.6679412,317.597,328.097,
253,1,541.44,23,4738.002,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,扣除非经常性损益后净利润 ,525.36,tbl,TRUE,10.5,84.59205882,259.8022576,301.517,312.017,
254,0.5,541.44,23,4739.503,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,0,525.36,tbl,TRUE,5.25,259.8022576,348.2418182,301.517,312.017,
255,0.5,541.44,23,4739.503,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,12.49,525.36,tbl,TRUE,5.25,348.2418182,436.7422576,301.517,312.017,
256,0.333,541.44,23,4739.503,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-100,525.36,tbl,TRUE,3.497,436.7422576,510.6679412,301.517,312.017,
257,1,557.519625,24,4754.082,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,归属母公司股东的净利润 ,541.44,tbl,TRUE,10.5,84.59205882,259.8022576,285.437,295.937,
258,0.333,557.519625,24,4755.583,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-1.9,541.44,tbl,TRUE,3.497,259.8022576,348.2418182,285.437,295.937,
259,0.5,557.519625,24,4755.583,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,12.32,541.44,tbl,TRUE,5.25,348.2418182,436.7422576,285.437,295.937,
260,0.333,557.519625,24,4755.583,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-115.42,541.44,tbl,TRUE,3.497,436.7422576,510.6679412,285.437,295.937,
261,1,573.66,25,4770.222,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,息税折旧摊销前利润（EBITDA） ,557.519625,tbl,TRUE,10.5,84.59205882,259.8022576,269.297,279.797,
262,0.5,573.66,25,4771.723,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,17.42,557.519625,tbl,TRUE,5.25,259.8022576,348.2418182,269.297,279.797,
263,0.5,573.66,25,4771.723,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,27.23,557.519625,tbl,TRUE,5.25,348.2418182,436.7422576,269.297,279.797,
264,0.333,573.66,25,4771.723,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-36.03,557.519625,tbl,TRUE,3.497,436.7422576,510.6679412,269.297,279.797,
265,1,589.739625,26,4786.302,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,经营活动产生的现金流净额 ,573.66,tbl,TRUE,10.5,84.59205882,259.8022576,253.217,263.717,
266,0.5,589.739625,26,4787.803,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,13.43,573.66,tbl,TRUE,5.25,259.8022576,348.2418182,253.217,263.717,
267,0.5,589.739625,26,4787.803,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,13.78,573.66,tbl,TRUE,5.25,348.2418182,436.7422576,253.217,263.717,
268,0.333,589.739625,26,4787.803,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-2.52,573.66,tbl,TRUE,3.497,436.7422576,510.6679412,253.217,263.717,
269,1,605.82,27,4802.382,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,投资活动产生的现金流净额 ,589.739625,tbl,TRUE,10.5,84.59205882,259.8022576,237.137,247.637,
270,0.333,605.82,27,4803.883,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-55.83,589.739625,tbl,TRUE,3.497,259.8022576,348.2418182,237.137,247.637,
271,0.333,605.82,27,4803.883,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-94.18,589.739625,tbl,TRUE,3.497,348.2418182,436.7422576,237.137,247.637,
272,0.333,605.82,27,4803.883,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-40.72,589.739625,tbl,TRUE,3.497,436.7422576,510.6679412,237.137,247.637,
273,1,621.959625,28,4818.522,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,筹资活动产生的现金流净额 ,605.82,tbl,TRUE,10.5,84.59205882,259.8022576,220.997,231.497,
274,0.5,621.959625,28,4820.023,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,53.71,605.82,tbl,TRUE,5.25,259.8022576,348.2418182,220.997,231.497,
275,0.5,621.959625,28,4820.023,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,70.48,605.82,tbl,TRUE,5.25,348.2418182,436.7422576,220.997,231.497,
276,0.333,621.959625,28,4820.023,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-23.79,605.82,tbl,TRUE,3.497,436.7422576,510.6679412,220.997,231.497,
277,1,638.04,29,4834.602,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,应收账款周转率 ,621.959625,tbl,TRUE,10.5,84.59205882,259.8022576,204.916,215.416,
278,0.5,638.04,29,4836.104,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,4.74,621.959625,tbl,TRUE,5.25,259.8022576,348.2418182,204.916,215.416,
279,0.5,638.04,29,4836.104,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,4.63,621.959625,tbl,TRUE,5.25,348.2418182,436.7422576,204.916,215.416,
280,0.5,638.04,29,4836.104,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,2.39,621.959625,tbl,TRUE,5.25,436.7422576,510.6679412,204.916,215.416,
281,1,654.12,30,4850.682,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,存货周转率 ,638.04,tbl,TRUE,10.5,84.59205882,259.8022576,188.837,199.337,
282,0.5,654.12,30,4852.183,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,14.32,638.04,tbl,TRUE,5.25,259.8022576,348.2418182,188.837,199.337,
283,0.5,654.12,30,4852.183,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,9.99,638.04,tbl,TRUE,5.25,348.2418182,436.7422576,188.837,199.337,
284,0.5,654.12,30,4852.183,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,43.28,638.04,tbl,TRUE,5.25,436.7422576,510.6679412,188.837,199.337,
285,1,670.26,31,4866.822,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,EBITDA全部债务比 ,654.12,tbl,TRUE,6.416,84.59205882,259.8022576,172.697,183.197,
286,0.5,670.26,31,4868.323,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,4.97%,654.12,tbl,TRUE,5.25,259.8022576,348.2418182,172.697,183.197,
287,0.5,670.26,31,4868.323,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,8.78%,654.12,tbl,TRUE,5.25,348.2418182,436.7422576,172.697,183.197,
288,0.333,670.26,31,4868.323,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-43.39,654.12,tbl,TRUE,3.497,436.7422576,510.6679412,172.697,183.197,
289,1,686.34,32,4882.902,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,利息保障倍数 ,670.26,tbl,TRUE,10.5,84.59205882,259.8022576,156.617,167.117,
290,0.5,686.34,32,4884.403,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,1.29,670.26,tbl,TRUE,5.25,259.8022576,348.2418182,156.617,167.117,
291,0.5,686.34,32,4884.403,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,3.99,670.26,tbl,TRUE,5.25,348.2418182,436.7422576,156.617,167.117,
292,0.333,686.34,32,4884.403,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-67.67,670.26,tbl,TRUE,3.497,436.7422576,510.6679412,156.617,167.117,
293,1,702.419625,33,4898.982,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,现金利息保障倍数 ,686.34,tbl,TRUE,10.5,84.59205882,259.8022576,140.537,151.037,
294,0.5,702.419625,33,4900.483,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,2.29,686.34,tbl,TRUE,5.25,259.8022576,348.2418182,140.537,151.037,
295,0.5,702.419625,33,4900.483,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,3.05,686.34,tbl,TRUE,5.25,348.2418182,436.7422576,140.537,151.037,
296,0.333,702.419625,33,4900.483,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-24.92,686.34,tbl,TRUE,3.497,436.7422576,510.6679412,140.537,151.037,
297,1,718.56,34,4915.122,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,EBITDA利息倍数 ,702.419625,tbl,TRUE,6.416,84.59205882,259.8022576,124.397,134.897,
298,0.5,718.56,34,4916.623,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,2.62,702.419625,tbl,TRUE,5.25,259.8022576,348.2418182,124.397,134.897,
