,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,upright,width,x0,x1,y0,y1,type,
856,14.04,741.64,25,24303.68,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,29,14.04,0,理、合作指导处副处长、处长，重庆市商业委员会改革发展处处长，,727.6,TRUE,14.04,89.904,103.944,100.4,114.44,para,其它
857,4.5,789.024,26,24356.104,Times New Roman,9,0,char,29,9,0,28,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
858,5.28,49.009,0,24456.569,,10.56,0,char,30,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
859,14.04,87.9,1,24491.98,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,重庆市商业委员会副主任、党组成员，中共重庆市委信访办挂职信访,73.86,TRUE,14.04,89.904,103.944,754.14,768.18,para,其它
860,14.04,115.16,2,24519.24,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,督察专员，重庆市商业委员会（市粮食局）副主任、党组成员，重庆,101.12,TRUE,14.04,89.904,103.944,726.88,740.92,para,其它
861,14.04,142.4,3,24546.48,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,两江新区管委会副主任、党工委委员，中共重庆市渝北区委副书记、,128.36,TRUE,14.04,89.904,103.944,699.64,713.68,para,其它
862,14.04,169.64,4,24573.72,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,副区长、代理区长、区政府党组书记。,155.6,TRUE,14.04,89.904,103.944,671.347,685.387,para,其它
863,14.04,196.88,5,24600.96,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,李瑾先生：中共党员，1965年出生，研究生学历。现任重庆两江,182.84,TRUE,14.04,115.46,298.37,644.107,659.2,para,其它
864,14.04,224.12,6,24628.2,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,新区工业开发区管委会副主任，公司党委委员、总裁，重庆两江新区,210.08,TRUE,14.04,89.904,103.944,617.92,631.96,para,其它
865,14.04,251.36,7,24655.44,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,工业开发区鱼复工业园管委会常务副主任，重庆两江新区鱼复工业园,237.32,TRUE,14.04,89.904,103.944,590.68,604.72,para,其它
866,14.04,278.63,8,24682.71,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,建设投资有限公司董事长。李先生历任重庆市涪陵区财政局行财科副,264.59,TRUE,14.04,89.904,103.944,563.41,577.45,para,其它
867,14.04,305.87,9,24709.95,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,科长、科长、预算科科长，涪陵区财政局党组成员、副局长，涪陵投,291.83,TRUE,14.04,89.904,103.944,536.17,550.21,para,其它
868,14.04,333.11,10,24737.19,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,资集团公司总经理（兼），涪陵区财政局党组书记、局长，涪陵区农,319.07,TRUE,14.04,89.904,103.944,508.93,522.97,para,其它
869,14.04,360.35,11,24764.43,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,业综合开发办公室主任，涪陵区国有资产监督管理委员会主任，涪陵,346.31,TRUE,14.04,89.904,103.944,481.69,495.73,para,其它
870,14.04,387.47,12,24791.55,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,区人民政府副区长，龙桥工业园区管委会副主任，李渡工业园区管委,373.43,TRUE,14.04,89.904,103.944,454.57,468.61,para,其它
871,14.04,414.71,13,24818.79,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,会主任，公司常务副总裁。,400.67,TRUE,14.04,89.904,103.944,426.277,440.317,para,其它
872,14.04,441.97,14,24846.05,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,刘鸿先生：中共党员，1964年出生，研究生学历。现任重庆两江,427.93,TRUE,14.04,115.46,298.37,399.017,414.11,para,其它
873,14.04,469.21,15,24873.29,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,新区工业开发区管委会副主任，公司党委委员、常务副总裁、总会计,455.17,TRUE,14.04,89.904,103.944,372.83,386.87,para,其它
874,14.04,496.45,16,24900.53,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,师、董事，重庆两江新区工业开发区龙兴工业园管委会副主任，重庆,482.41,TRUE,14.04,89.904,103.944,345.59,359.63,para,其它
875,14.04,523.69,17,24927.77,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,两江新区龙兴工业园建设投资有限公司董事长。刘先生历任重庆市南,509.65,TRUE,14.04,89.904,103.944,318.35,332.39,para,其它
876,14.04,550.93,18,24955.01,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,岸区财政局云岫宾馆总经理，南岸区财政局预算科科长，南岸区财政,536.89,TRUE,14.04,89.904,103.944,291.11,305.15,para,其它
877,14.04,578.17,19,24982.25,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,局局长助理、副局长，南岸区茶园新区管委会副主任（兼），南岸区,564.13,TRUE,14.04,89.904,103.944,263.87,277.91,para,其它
878,14.04,605.44,20,25009.52,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,财政局党组书记、局长，重庆南岸区资产管理有限公司董事长，重庆,591.4,TRUE,14.04,89.904,103.944,236.6,250.64,para,其它
879,14.04,632.68,21,25036.76,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,南岸区建设发展有限公司董事、总经理，重庆正扬实业（集团）有限,618.64,TRUE,14.04,89.904,103.944,209.36,223.4,para,其它
880,14.04,659.92,22,25064,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,公司董事长，南岸区金融工作办公室主任，重庆市南岸区人大常委会,645.88,TRUE,14.04,89.904,103.944,182.12,196.16,para,其它
881,14.04,687.16,23,25091.24,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,副主任，公司副总裁。,673.12,TRUE,14.04,89.904,103.944,153.827,167.867,para,其它
882,14.04,714.4,24,25118.48,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,罗鸿女士：中共党员，1966年生，研究生学历。现任公司人力资,700.36,TRUE,14.04,115.46,298.37,126.587,141.68,para,其它
883,14.04,741.64,25,25145.72,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,30,14.04,0,源部部长、董事，兼重庆两江新区人力资源开发服务中心有限公司董,727.6,TRUE,14.04,89.904,103.944,100.4,114.44,para,其它
884,4.5,789.024,26,25198.144,Times New Roman,9,0,char,30,9,0,29,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
885,5.28,49.009,0,25298.609,,10.56,0,char,31,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
886,14.04,87.9,1,25334.02,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,事长。罗女士历任四川省涪陵市公安局治安大队办公室副主任，四川,73.86,TRUE,14.04,89.904,103.944,754.14,768.18,para,其它
887,14.04,115.16,2,25361.28,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,省涪陵市公安局政工科副科长，重庆市涪陵区公安局巡警支队案件审,101.12,TRUE,14.04,89.904,103.944,726.88,740.92,para,其它
888,14.04,142.4,3,25388.52,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,理室副主任，重庆市涪陵区公安局办公室副主任，重庆市涪陵区公安,128.36,TRUE,14.04,89.904,103.944,699.64,713.68,para,其它
889,14.04,169.64,4,25415.76,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,局巡警支队办公室主任，重庆市涪陵区公安局经济文化保卫支队支队,155.6,TRUE,14.04,89.904,103.944,672.4,686.44,para,其它
890,14.04,196.88,5,25443,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,长，重庆市公安局渝北分局经济文化保卫支队支队长，公司城乡统筹,182.84,TRUE,14.04,89.904,103.944,645.16,659.2,para,其它
891,14.04,224.12,6,25470.24,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,部部长。,210.08,TRUE,14.04,89.904,103.944,616.867,630.907,para,其它
892,14.04,251.36,7,25497.48,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,（二）发行人监事具体情况,237.32,TRUE,14.04,115.46,129.5,589.627,603.667,para,其它
893,14.04,278.63,8,25524.75,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,曾箐华先生：中共党员，1966年出生，研究生学历。现任重庆两,264.59,TRUE,14.04,115.46,312.29,562.357,577.45,para,其它
894,14.04,305.87,9,25551.99,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,江新区党工委副书记，公司党委副书记、监事会监事长。曾先生历任,291.83,TRUE,14.04,89.904,103.944,536.17,550.21,para,其它
895,14.04,333.11,10,25579.23,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,重庆市丰都县委办公室秘书、秘书科科长，重庆市涪陵区委办公室秘,319.07,TRUE,14.04,89.904,103.944,508.93,522.97,para,其它
896,14.04,360.35,11,25606.47,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,书、秘书科科长，涪陵区委副秘书长、区委研究室主任，重庆市委办,346.31,TRUE,14.04,89.904,103.944,481.69,495.73,para,其它
897,14.04,387.47,12,25633.59,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,公厅综合调研室主任，重庆市委督查室副主任，重庆市委办公厅副主,373.43,TRUE,14.04,89.904,103.944,454.57,468.61,para,其它
898,14.04,414.71,13,25660.83,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,任。,400.67,TRUE,14.04,89.904,103.944,426.277,440.317,para,其它
899,14.04,441.97,14,25688.09,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,何友山先生：中共党员，1966年出生，研究生学历。现任重庆两,427.93,TRUE,14.04,115.46,312.29,399.017,414.11,para,其它
900,14.04,469.21,15,25715.33,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,江新区党工委委员、纪工委书记、监察专员，公司副监事长。何先生,455.17,TRUE,14.04,89.904,103.944,372.83,386.87,para,其它
901,14.04,496.45,16,25742.57,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,历任共青团重庆市委青工部负责人、部长，共青团重庆市委办公室主,482.41,TRUE,14.04,89.904,103.944,345.59,359.63,para,其它
902,14.04,523.69,17,25769.81,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,任，共青团重庆市委副书记，中共重庆市涪陵区委常委、纪委书记。,509.65,TRUE,14.04,89.904,103.944,317.297,331.337,para,其它
903,14.04,550.93,18,25797.05,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,周山先生：中共党员，1968年出生，研究生学历。现任公司监察,536.89,TRUE,14.04,115.46,298.37,290.057,305.15,para,其它
904,14.04,578.17,19,25824.29,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,审计部部长、公司监事。周先生历任重庆市审计局法制处副处长、行,564.13,TRUE,14.04,89.904,103.944,263.87,277.91,para,其它
905,14.04,605.44,20,25851.56,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,政事业审计处副处长，重庆两江金融发展有限责任公司纪工委书记。,591.4,TRUE,14.04,89.904,103.944,235.547,249.587,para,其它
906,14.04,632.68,21,25878.8,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,陆虹女士：民盟成员，1962年出生，研究生学历。现任公司法务,618.64,TRUE,14.04,115.46,298.37,208.307,223.4,para,其它
907,14.04,659.92,22,25906.04,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,部部部长、公司职工监事。陆女士历任机械工业部第三设计研究院环,645.88,TRUE,14.04,89.904,103.944,182.12,196.16,para,其它
908,14.04,687.16,23,25933.28,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,境保护研究所技术负责人、高级工程师，重庆排水有限公司计划部部,673.12,TRUE,14.04,89.904,103.944,154.88,168.92,para,其它
909,14.04,714.4,24,25960.52,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,长。,700.36,TRUE,14.04,89.904,103.944,126.587,140.627,para,其它
910,14.04,741.64,25,25987.76,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,31,14.04,0,（三）发行人高级管理人员具体情况,727.6,TRUE,14.04,115.46,129.5,99.347,113.387,para,其它
911,4.5,789.024,26,26040.184,Times New Roman,9,0,char,31,9,0,30,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
912,5.28,49.009,0,26140.649,,10.56,0,char,32,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
913,14.04,87.9,1,26176.06,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,高家育先生：中共党员，1963年出生，本科学历。现任重庆两江,73.86,TRUE,14.04,115.46,312.29,753.087,768.18,para,其它
914,14.04,115.16,2,26203.32,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,新区工业开发区管委会副主任，公司党委委员、副总裁。高先生历任,101.12,TRUE,14.04,89.904,103.944,726.88,740.92,para,其它
915,14.04,142.4,3,26230.56,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,四川省重庆市城管监察大队监察科长、监察大队副大队长、大队长，,128.36,TRUE,14.04,89.904,103.944,699.64,713.68,para,其它
916,14.04,169.64,4,26257.8,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,重庆市万州移民开发区（万州区）建委主任、党委副书记，重庆市万,155.6,TRUE,14.04,89.904,103.944,672.4,686.44,para,其它
917,14.04,196.88,5,26285.04,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,州区人民政府副区长，重庆市地质矿产勘查开发局副局长、党委委员。,182.84,TRUE,14.04,89.904,103.944,644.107,658.147,para,其它
918,14.04,224.12,6,26312.28,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,连河川先生：中共党员，1956年出生，研究生学历。现任重庆两,210.08,TRUE,14.04,115.46,312.29,616.867,631.96,para,其它
919,14.04,251.36,7,26339.52,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,江新区工业开发区管委会副主任，公司党委委员、副总裁。连先生历,237.32,TRUE,14.04,89.904,103.944,590.68,604.72,para,其它
920,14.04,278.63,8,26366.79,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,任成都科技大学计算中心党支部书记，成都科技大学校办信息科副科,264.59,TRUE,14.04,89.904,103.944,563.41,577.45,para,其它
921,14.04,305.87,9,26394.03,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,长，重庆奎星实业公司总经理助理，重庆水务集团信息部副部长、部,291.83,TRUE,14.04,89.904,103.944,536.17,550.21,para,其它
922,14.04,333.11,10,26421.27,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,长，重庆水务集团计划发展部部长、招标办主任，重庆水务集团排水,319.07,TRUE,14.04,89.904,103.944,508.93,522.97,para,其它
923,14.04,360.35,11,26448.51,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,公司副总经理、董事，重庆园区工业担保公司副总经理。,346.31,TRUE,14.04,89.904,103.944,480.637,494.677,para,其它
924,14.04,387.47,12,26475.63,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,彭渝西女士：中共党员，1961年出生，本科学历。现任重庆两江,373.43,TRUE,14.04,115.46,312.29,453.517,468.61,para,其它
925,14.04,414.71,13,26502.87,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,新区工业开发区管委会副主任，公司党委委员、副总裁。彭女士历任,400.67,TRUE,14.04,89.904,103.944,427.33,441.37,para,其它
926,14.04,441.97,14,26530.13,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,重庆市沙坪坝区物价局科员、副主任科员、招商科科长，重庆市沙坪,427.93,TRUE,14.04,89.904,103.944,400.07,414.11,para,其它
927,14.04,469.21,15,26557.37,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,坝区外经委党组成员、副主任，沙坪坝区招商引资办副主任，沙坪坝,455.17,TRUE,14.04,89.904,103.944,372.83,386.87,para,其它
928,14.04,496.45,16,26584.61,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,区外经委党组书记、主任，沙坪坝区招商引资办主任，沙坪坝区科委,482.41,TRUE,14.04,89.904,103.944,345.59,359.63,para,其它
929,14.04,523.69,17,26611.85,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,党组书记、主任，沙坪坝区信息产业局局长，重庆西永微电园公司董,509.65,TRUE,14.04,89.904,103.944,318.35,332.39,para,其它
930,14.04,550.93,18,26639.09,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,事，重庆信息产业投资服务有限公司执行总经理，沙坪坝区经济和信,536.89,TRUE,14.04,89.904,103.944,291.11,305.15,para,其它
931,14.04,578.17,19,26666.33,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,息化委员会党委书记、主任。,564.13,TRUE,14.04,89.904,103.944,262.817,276.857,para,其它
932,14.04,605.44,20,26693.6,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,刘风先生：中共党员，1968年出生，本科学历。现任重庆两江新,591.4,TRUE,14.04,115.46,298.37,235.547,250.64,para,其它
933,14.04,632.68,21,26720.84,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,区工业开发区管委会副主任，公司党委委员、副总裁，重庆两江新区,618.64,TRUE,14.04,89.904,103.944,209.36,223.4,para,其它
934,14.04,659.92,22,26748.08,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,水土高新技术产业园管委会副主任，重庆两江新区云计算产业园管委,645.88,TRUE,14.04,89.904,103.944,182.12,196.16,para,其它
935,14.04,687.16,23,26775.32,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,会副主任。刘先生历任重庆市南岸区外商投资服务中心副主任，南岸,673.12,TRUE,14.04,89.904,103.944,154.88,168.92,para,其它
936,14.04,714.4,24,26802.56,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,区计划经济委员会副主任科员、经济科副科长、经济运行科科长，南,700.36,TRUE,14.04,89.904,103.944,127.64,141.68,para,其它
937,14.04,741.64,25,26829.8,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,32,14.04,0,岸区广阳岛管委会副主任，南岸区茶园新城区管委会副主任，南岸区,727.6,TRUE,14.04,89.904,103.944,100.4,114.44,para,其它
938,4.5,789.024,26,26882.224,Times New Roman,9,0,char,32,9,0,31,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
939,5.28,49.009,0,26982.689,,10.56,0,char,33,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
940,14.04,87.9,1,27018.1,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,茶园新城区开发有限公司董事长兼总经理，南岸区茶园新城区管委会,73.86,TRUE,14.04,89.904,103.944,754.14,768.18,para,其它
941,14.04,115.16,2,27045.36,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,党工委副书记，重庆市经济和信息化委员会工业园区处处长。,101.12,TRUE,14.04,89.904,103.944,725.827,739.867,para,其它
942,14.04,142.4,3,27072.6,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,丁登奎先生：中共党员，1963年出生，本科学历。现任公司党委,128.36,TRUE,14.04,115.46,312.29,698.587,713.68,para,其它
943,14.04,169.64,4,27099.84,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,委员、工会主席。丁先生历任重庆市社会科学院哲学研究所干部，重,155.6,TRUE,14.04,89.904,103.944,672.4,686.44,para,其它
944,14.04,196.88,5,27127.08,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,庆市社会科学院经济管理所企业所助理研究员，重庆市政府经济发展,182.84,TRUE,14.04,89.904,103.944,645.16,659.2,para,其它
945,14.04,224.12,6,27154.32,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,研究中心综合部副主任，重庆市经委办公室助理调研员、副主任、主,210.08,TRUE,14.04,89.904,103.944,617.92,631.96,para,其它
946,14.04,251.36,7,27181.56,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,任，重庆市经济和信息化委员会办公室主任，重庆市经济和信息化委,237.32,TRUE,14.04,89.904,103.944,590.68,604.72,para,其它
947,14.04,278.63,8,27208.83,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,员会无线电管理局局长。,264.59,TRUE,14.04,89.904,103.944,562.357,576.397,para,其它
948,14.04,305.87,9,27236.07,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,方文杰女士：中共党员，1969年出生，博士学历。现任公司党委,291.83,TRUE,14.04,115.46,312.29,535.117,550.21,para,其它
949,14.04,333.11,10,27263.31,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,委员、副总裁。方女士历任国家税务总局注册税务师管理中心注册处,319.07,TRUE,14.04,89.904,103.944,508.93,522.97,para,其它
950,14.04,360.35,11,27290.55,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,主任科员，国家税务总局机关团委副书记、书记，国家税务总局所得,346.31,TRUE,14.04,89.904,103.944,481.69,495.73,para,其它
951,14.04,387.47,12,27317.67,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,税司综合处调研员（期间挂职任天津经济技术开发区国税局副局长、,373.43,TRUE,14.04,89.904,103.944,454.57,468.61,para,其它
952,14.04,414.71,13,27344.91,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,党组成员，重庆市忠县副县长，重庆两江新区管委会主任助理，重庆,400.67,TRUE,14.04,89.904,103.944,427.33,441.37,para,其它
953,14.04,441.97,14,27372.17,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,两江金融发展有限公司董事兼总经理，重庆两江新区融资担保有限公,427.93,TRUE,14.04,89.904,103.944,400.07,414.11,para,其它
954,14.04,469.21,15,27399.41,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,司董事兼总经理）。,455.17,TRUE,14.04,89.904,103.944,371.777,385.817,para,其它
955,14.04,496.45,16,27426.65,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,况勋华先生：中共党员，1965年出生，本科学历。现任公司党委,482.41,TRUE,14.04,115.46,312.29,344.537,359.63,para,其它
956,14.04,523.69,17,27453.89,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,委员、重庆两江新区公租房投资管理有限公司董事长、总经理。况先,509.65,TRUE,14.04,89.904,103.944,318.35,332.39,para,其它
957,14.04,550.93,18,27481.13,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,生历任重庆第四建筑工程公司副经理，重庆建工集团工程部副经理、,536.89,TRUE,14.04,89.904,103.944,291.11,305.15,para,其它
958,14.04,578.17,19,27508.37,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,总承包部副经理，重庆建工集团万州污水处理厂项目部经理，万盛区,564.13,TRUE,14.04,89.904,103.944,263.87,277.91,para,其它
959,14.04,605.44,20,27535.64,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,建设委员会副主任、党委副书记，万盛区建设委员会主任、党委书记，,591.4,TRUE,14.04,89.904,103.944,236.6,250.64,para,其它
960,14.04,632.68,21,27562.88,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,万盛区国有资产经营管理有限公司总经理，万盛区规划局局长，重庆,618.64,TRUE,14.04,89.904,103.944,209.36,223.4,para,其它
961,14.04,659.92,22,27590.12,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,水务集团豪洋水务建设公司书记、常务副经理，重庆水务集团三峡水,645.88,TRUE,14.04,89.904,103.944,182.12,196.16,para,其它
962,14.04,687.16,23,27617.36,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,务有限公司党委书记、常务副总经理、董事长、总经理，重庆公用事,673.12,TRUE,14.04,89.904,103.944,154.88,168.92,para,其它
963,14.04,714.4,24,27644.6,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,业建设有限公司执行董事、总经理。,700.36,TRUE,14.04,89.904,103.944,126.587,140.627,para,其它
964,14.04,741.64,25,27671.84,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,33,14.04,0,李光先生：中共党员，1963年出生，本科学历。现任公司总经济,727.6,TRUE,14.04,115.46,298.37,99.347,114.44,para,其它
965,4.5,789.024,26,27724.264,Times New Roman,9,0,char,33,9,0,32,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
966,5.28,49.009,0,27824.729,,10.56,0,char,34,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
967,14.04,87.9,1,27860.14,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,34,14.04,0,师。李先生历任机械部第三设计院第一设计研究处经营部部长，机械,73.86,TRUE,14.04,89.904,103.944,754.14,768.18,para,其它
968,14.04,115.16,2,27887.4,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,34,14.04,0,部第三设计院上海分院副院长，机械部第三设计研究院教授级高级工,101.12,TRUE,14.04,89.904,103.944,726.88,740.92,para,其它
969,14.04,142.4,3,27914.64,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,34,14.04,0,程师、综合院副总工程师，重庆市经济委员会机械行业管理处副处长，,128.36,TRUE,14.04,89.904,103.944,699.64,713.68,para,其它
970,14.04,169.64,4,27941.88,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,34,14.04,0,重庆市经济和信息化委员会装备工业处副处长，重庆两江新区管委会,155.6,TRUE,14.04,89.904,103.944,672.4,686.44,para,其它
971,14.04,196.88,5,27969.12,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,34,14.04,0,经济发展局局长。,182.84,TRUE,14.04,89.904,103.944,644.107,658.147,para,其它
